filename,metadata,audio,input_index,resolved_path,size_bytes
RV1fod_otSw.mp4,"Pass (Height: 1080p, FPS: 59.94)",Pass (Có luồng âm thanh),350,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/RV1fod_otSw.mp4,221905193
rwk-AlvnwfA.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),351,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/rwk-AlvnwfA.mp4,139115763
RwUYRmP47Pg.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),352,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/RwUYRmP47Pg.mp4,228260939
rxX_gy45U9Q.mp4,"Pass (Height: 720p, FPS: 25.00)",Pass (Có luồng âm thanh),353,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/rxX_gy45U9Q.mp4,141996354
RY6V7DqGnTw.mp4,"Pass (Height: 720p, FPS: 30.00)",Pass (Có luồng âm thanh),354,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/RY6V7DqGnTw.mp4,31803708
r_hlTeNK_lA.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),355,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/r_hlTeNK_lA.mp4,291360356
S3x831Y-UXU.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),356,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/S3x831Y-UXU.mp4,102842713
sDVTmdupGlg.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),357,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/sDVTmdupGlg.mp4,172634146
SJi3RoRyyYE.mp4,"Pass (Height: 720p, FPS: 30.00)",Pass (Có luồng âm thanh),358,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/SJi3RoRyyYE.mp4,35808119
sJSREVlBiVo.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),359,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/sJSREVlBiVo.mp4,161273883
SKvwf1lmhfw.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),360,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/SKvwf1lmhfw.mp4,111870965
sKw6a37t-uE.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),361,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/sKw6a37t-uE.mp4,309859150
slKwoHjtMBI.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),362,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/slKwoHjtMBI.mp4,165030458
SruxmrW5Dn0.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),363,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/SruxmrW5Dn0.mp4,209837188
SS0cn091afw.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),364,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/SS0cn091afw.mp4,363723953
sW5Nf8fj1wY.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),365,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/sW5Nf8fj1wY.mp4,154120660
S_pqZSavJ_M.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),366,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/S_pqZSavJ_M.mp4,132103821
T2YnQVqGYgo.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),367,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/T2YnQVqGYgo.mp4,506084227
t6uBz4HwSTg.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),368,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/t6uBz4HwSTg.mp4,134927648
t8hKH960SUY.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),369,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/t8hKH960SUY.mp4,332532912
TApXSRLeuhI.mp4,"Pass (Height: 720p, FPS: 25.00)",Pass (Có luồng âm thanh),370,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/TApXSRLeuhI.mp4,44764532
tb1qObc8iIg.mp4,"Pass (Height: 2160p, FPS: 29.97)",Pass (Có luồng âm thanh),371,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/tb1qObc8iIg.mp4,112656630
TBWhUjWBT3g.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),372,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/TBWhUjWBT3g.mp4,268719999
td-IwBM35S4.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),373,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/td-IwBM35S4.mp4,115670596
TDQsWfHsEsk.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),374,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/TDQsWfHsEsk.mp4,212848788
tFTh1jkOT9Q.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),375,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/tFTh1jkOT9Q.mp4,180741224
tIoN9z-tn7k.mp4,"Pass (Height: 1080p, FPS: 29.61)",Pass (Có luồng âm thanh),376,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/tIoN9z-tn7k.mp4,150878222
tKedBMzTZGU.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),377,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/tKedBMzTZGU.mp4,82855089
TKeIKTW0Dzk.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),378,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/TKeIKTW0Dzk.mp4,10659553
tKGEZ3k9gjc.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),379,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/tKGEZ3k9gjc.mp4,396708917
TN4rcs2r038.mp4,"Pass (Height: 720p, FPS: 29.97)",Pass (Có luồng âm thanh),380,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/TN4rcs2r038.mp4,108886170
TNeMNrmvxFo.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),381,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/TNeMNrmvxFo.mp4,268650421
TuPDzdbwAYY.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),382,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/TuPDzdbwAYY.mp4,86461564
txJDTTRW1cI.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),383,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/txJDTTRW1cI.mp4,206919562
tyc0Qpf1Kf8.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),384,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/tyc0Qpf1Kf8.mp4,59587434
tzfOPG9WhJ0.mp4,"Pass (Height: 2160p, FPS: 25.00)",Pass (Có luồng âm thanh),385,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/tzfOPG9WhJ0.mp4,506467699
T_XCvMIcc88.mp4,"Pass (Height: 1080p, FPS: 59.94)",Pass (Có luồng âm thanh),386,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/T_XCvMIcc88.mp4,111796639
U2d_k42o09U.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),387,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/U2d_k42o09U.mp4,509426025
u32Ya01493w.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),388,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/u32Ya01493w.mp4,102679300
u4AumpXc-qc.mp4,"Pass (Height: 720p, FPS: 29.97)",Pass (Có luồng âm thanh),389,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/u4AumpXc-qc.mp4,105803390
u5DWYmuY2bk.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),390,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/u5DWYmuY2bk.mp4,124347701
