clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
EMFwAo7a4rg_s0000017314_e0000019486,EMFwAo7a4rg,17.314,19.486,2.172,1.0,1.0,2.86,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000017314_e0000019486.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000034082_e0000041982,EMFwAo7a4rg,34.082,41.982,7.9,1.0,1.0,5.91,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000034082_e0000041982.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000048002_e0000059038,EMFwAo7a4rg,48.002,59.038,11.036,1.0,1.0,6.49,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000048002_e0000059038.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000092866_e0000096734,EMFwAo7a4rg,92.866,96.734,3.868,1.0,1.0,5.83,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000092866_e0000096734.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000132002_e0000143998,EMFwAo7a4rg,132.002,143.998,11.996,1.0,1.0,3.87,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000132002_e0000143998.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000148546_e0000152190,EMFwAo7a4rg,148.546,152.19,3.644,1.0,1.0,4.45,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000148546_e0000152190.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000179618_e0000181758,EMFwAo7a4rg,179.618,181.758,2.14,1.0,1.0,6.07,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000179618_e0000181758.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000192322_e0000194942,EMFwAo7a4rg,192.322,194.942,2.62,1.0,1.0,4.71,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000192322_e0000194942.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000197474_e0000200574,EMFwAo7a4rg,197.474,200.574,3.1,1.0,1.0,5.28,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000197474_e0000200574.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000209890_e0000215774,EMFwAo7a4rg,209.89,215.774,5.884,1.0,1.0,5.51,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000209890_e0000215774.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000222306_e0000227806,EMFwAo7a4rg,222.306,227.806,5.5,0.8,1.0,6.38,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000222306_e0000227806.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000246370_e0000250974,EMFwAo7a4rg,246.37,250.974,4.604,1.0,1.0,4.42,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000246370_e0000250974.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000300770_e0000305770,EMFwAo7a4rg,300.77,305.77,5.0,1.0,1.0,5.69,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000300770_e0000305770.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000304770_e0000309770,EMFwAo7a4rg,304.77,309.77,5.0,1.0,1.0,5.64,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000304770_e0000309770.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000311778_e0000316778,EMFwAo7a4rg,311.778,316.778,5.0,1.0,1.0,5.59,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000311778_e0000316778.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000315778_e0000320778,EMFwAo7a4rg,315.778,320.778,5.0,1.0,1.0,5.67,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000315778_e0000320778.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000323778_e0000328778,EMFwAo7a4rg,323.778,328.778,5.0,1.0,1.0,4.61,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000323778_e0000328778.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
EMFwAo7a4rg_s0000341314_e0000343934,EMFwAo7a4rg,341.314,343.934,2.62,1.0,1.0,6.72,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/150_200/media/EMFwAo7a4rg_s0000341314_e0000343934.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
