filename,video_id,status,accepted_count,rejected_count,decode_backend,decode_attempts,cut_backends,terminal_detail,run_id,tier
-17kN1xdzBE.mp4,-17kN1xdzBE,completed,36,178,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 36}",,cutfix_full_tier1_20260729_01,tier1
-MiezNTBd98.mp4,-MiezNTBd98,completed_no_clips,0,263,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_full_tier1_20260729_01,tier1
-PMSk6LTXoQ.mp4,-PMSk6LTXoQ,completed,65,65,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 65}",,cutfix_full_tier1_20260729_01,tier1
-Vhvk-qMzsM.mp4,-Vhvk-qMzsM,completed,29,136,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 29}",,cutfix_full_tier1_20260729_01,tier1
-cK5r14-bU4.mp4,-cK5r14-bU4,completed_no_clips,0,166,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_full_tier1_20260729_01,tier1
-jDBwP6g2tA.mp4,-jDBwP6g2tA,completed,88,52,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 88}",,cutfix_full_tier1_20260729_01,tier1
-krBZmBl65s.mp4,-krBZmBl65s,completed,92,198,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 92}",,cutfix_full_tier1_20260729_01,tier1
-mqfxUnzbzU.mp4,-mqfxUnzbzU,completed,130,173,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 130}",,cutfix_full_tier1_20260729_01,tier1
0-fu0N-npmg.mp4,0-fu0N-npmg,completed,68,130,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 68}",,cutfix_full_tier1_20260729_01,tier1
0MYJr36X9QU.mp4,0MYJr36X9QU,completed,1,269,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 1}",,cutfix_full_tier1_20260729_01,tier1
0eUhkZDy9vY.mp4,0eUhkZDy9vY,completed_no_clips,0,291,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_full_tier1_20260729_01,tier1
0vXH7_xKzHs.mp4,0vXH7_xKzHs,completed,30,42,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 30}",,cutfix_full_tier1_20260729_01,tier1
