clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
Fa5BUYxH7bE_s0000015490_e0000017758,Fa5BUYxH7bE,15.49,17.758,2.268,1.0,1.0,10.26,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000015490_e0000017758.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000017986_e0000024446,Fa5BUYxH7bE,17.986,24.446,6.46,1.0,1.0,9.77,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000017986_e0000024446.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000024962_e0000029962,Fa5BUYxH7bE,24.962,29.962,5.0,1.0,1.0,10.54,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000024962_e0000029962.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000032962_e0000037962,Fa5BUYxH7bE,32.962,37.962,5.0,1.0,1.0,9.98,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000032962_e0000037962.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000036962_e0000041962,Fa5BUYxH7bE,36.962,41.962,5.0,1.0,1.0,9.13,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000036962_e0000041962.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000040962_e0000045962,Fa5BUYxH7bE,40.962,45.962,5.0,1.0,1.0,9.15,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000040962_e0000045962.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000044962_e0000047742,Fa5BUYxH7bE,44.962,47.742,2.78,1.0,1.0,9.89,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000044962_e0000047742.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000055938_e0000060670,Fa5BUYxH7bE,55.938,60.67,4.732,0.8,1.0,10.52,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000055938_e0000060670.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000078146_e0000088254,Fa5BUYxH7bE,78.146,88.254,10.108,1.0,1.0,8.5,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000078146_e0000088254.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000088418_e0000092606,Fa5BUYxH7bE,88.418,92.606,4.188,1.0,1.0,11.12,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000088418_e0000092606.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Fa5BUYxH7bE_s0000099714_e0000104894,Fa5BUYxH7bE,99.714,104.894,5.18,1.0,1.0,10.27,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/100_150/media/Fa5BUYxH7bE_s0000099714_e0000104894.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
