clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality
y3vBfCdY2tQ_clip0004_t00135,y3vBfCdY2tQ,135.202,139.582,4.38,1.0,1.0,6.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0004_t00135.mp4,tier1,1,1.0,0.0473507605493068,True,9,0.9826613664627076,0,0.7676252701852084
y3vBfCdY2tQ_clip0005_t00139,y3vBfCdY2tQ,139.682,141.79,2.108,1.0,1.0,6.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0005_t00139.mp4,tier1,1,1.0,0.0476632118225097,True,9,0.9905427098274232,0,0.7698810234033484
y3vBfCdY2tQ_clip0006_t00141,y3vBfCdY2tQ,141.922,149.534,7.612,1.0,1.0,6.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0006_t00141.mp4,tier1,1,1.0,0.0472100228071212,True,9,0.9888355731964112,0,0.7683252457245405
y3vBfCdY2tQ_clip0007_t00149,y3vBfCdY2tQ,149.922,154.686,4.764,1.0,1.0,6.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0007_t00149.mp4,tier1,1,1.0,0.0590826012194156,True,9,0.6488679051399231,0,0.7411966344741407
y3vBfCdY2tQ_clip0008_t00156,y3vBfCdY2tQ,156.546,160.606,4.06,1.0,1.0,6.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0008_t00156.mp4,tier1,1,1.0,0.0890949442982673,True,9,0.4173587262630462,0,0.783422270807688
y3vBfCdY2tQ_clip0009_t00160,y3vBfCdY2tQ,160.77,164.126,3.356,1.0,1.0,7.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0009_t00160.mp4,tier1,1,1.0,0.0852516666054725,True,9,0.5691174864768982,0,0.7995642634439185
y3vBfCdY2tQ_clip0010_t00164,y3vBfCdY2tQ,164.482,171.07,6.588,1.0,1.0,6.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0010_t00164.mp4,tier1,1,1.0,0.0592343136668205,True,9,0.6396936774253845,0,0.7399976236572686
y3vBfCdY2tQ_clip0011_t00171,y3vBfCdY2tQ,171.874,175.358,3.484,1.0,1.0,7.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0011_t00171.mp4,tier1,1,1.0,0.0227755662053823,True,9,0.5751351118087769,0,0.6276797954114611
y3vBfCdY2tQ_clip0024_t00263,y3vBfCdY2tQ,263.394,267.326,3.932,1.0,1.0,6.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0024_t00263.mp4,tier1,1,1.0,0.0250726770609617,True,9,0.5767664909362793,0,0.6343265503511484
y3vBfCdY2tQ_clip0028_t00283,y3vBfCdY2tQ,283.106,288.542,5.436,1.0,1.0,8.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0028_t00283.mp4,tier1,1,1.0,0.0155366957187652,True,9,0.9799876809120178,0,0.6790857181054631
y3vBfCdY2tQ_clip0031_t00303,y3vBfCdY2tQ,303.65,305.758,2.108,1.0,1.0,8.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0031_t00303.mp4,tier1,1,1.0,0.0473177693784236,True,9,0.9907578229904176,0,0.7689627304399368
y3vBfCdY2tQ_clip0032_t00305,y3vBfCdY2tQ,305.858,309.278,3.42,1.0,1.0,8.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0032_t00305.mp4,tier1,1,1.0,0.0474691875278949,True,9,0.9882147908210754,0,0.7689331159258026
y3vBfCdY2tQ_clip0033_t00313,y3vBfCdY2tQ,313.314,316.03,2.716,1.0,1.0,7.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0033_t00313.mp4,tier1,1,1.0,0.0476063415408134,True,9,0.9898567199707032,0,0.7696025380006851
y3vBfCdY2tQ_clip0034_t00316,y3vBfCdY2tQ,316.13,319.422,3.292,1.0,1.0,9.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0034_t00316.mp4,tier1,1,1.0,0.0474496185779571,True,9,0.9898974299430848,0,0.7691758814551937
y3vBfCdY2tQ_clip0035_t00320,y3vBfCdY2tQ,320.674,323.23,2.556,1.0,1.0,6.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0035_t00320.mp4,tier1,1,1.0,0.047440767288208,True,9,0.9890992045402528,0,0.7690105159999161
y3vBfCdY2tQ_clip0038_t00330,y3vBfCdY2tQ,330.69,332.99,2.3,1.0,1.0,8.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0038_t00330.mp4,tier1,1,1.0,0.0766413435339927,True,9,0.929229736328125,0,0.8392783793018912
y3vBfCdY2tQ_clip0039_t00335,y3vBfCdY2tQ,335.33,339.646,4.316,1.0,1.0,6.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0039_t00335.mp4,tier1,1,1.0,0.0846926867961883,True,9,0.8618115186691284,0,0.8496687830259134
y3vBfCdY2tQ_clip0040_t00343,y3vBfCdY2tQ,343.714,346.75,3.036,1.0,1.0,7.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0040_t00343.mp4,tier1,1,1.0,0.0278027616441249,True,9,0.9781954288482666,0,0.7127243739585337
mHTLamr-Zqk_clip0081_t00799,mHTLamr-Zqk,799.554,803.07,3.516,1.0,1.0,15.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0081_t00799.mp4,tier2,1,1.0,0.0204541441053152,True,9,0.4506319761276245,1,0.5992824909046026
mHTLamr-Zqk_clip0084_t00849,mHTLamr-Zqk,849.25,851.998,2.748,1.0,1.0,14.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0084_t00849.mp4,tier2,1,1.0,0.0414011925458908,True,9,0.9405943751335144,1,0.7437320835442824
