clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
VCO4vX6QlxM_s0000003010_e0000005246,VCO4vX6QlxM,3.01,5.246,2.236,1.0,1.0,19.73,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000003010_e0000005246.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000042242_e0000045150,VCO4vX6QlxM,42.242,45.15,2.908,1.0,1.0,22.84,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000042242_e0000045150.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000045826_e0000048254,VCO4vX6QlxM,45.826,48.254,2.428,1.0,1.0,23.66,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000045826_e0000048254.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000051970_e0000054558,VCO4vX6QlxM,51.97,54.558,2.588,1.0,1.0,21.9,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000051970_e0000054558.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000054658_e0000058174,VCO4vX6QlxM,54.658,58.174,3.516,1.0,1.0,16.41,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000054658_e0000058174.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000059138_e0000063710,VCO4vX6QlxM,59.138,63.71,4.572,1.0,1.0,15.8,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000059138_e0000063710.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000065026_e0000067358,VCO4vX6QlxM,65.026,67.358,2.332,1.0,1.0,15.04,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000065026_e0000067358.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000068002_e0000071006,VCO4vX6QlxM,68.002,71.006,3.004,1.0,1.0,16.81,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000068002_e0000071006.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000078082_e0000080382,VCO4vX6QlxM,78.082,80.382,2.3,1.0,1.0,17.09,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000078082_e0000080382.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000082626_e0000086494,VCO4vX6QlxM,82.626,86.494,3.868,1.0,1.0,18.29,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000082626_e0000086494.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000086946_e0000089982,VCO4vX6QlxM,86.946,89.982,3.036,1.0,1.0,20.19,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000086946_e0000089982.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000104930_e0000107742,VCO4vX6QlxM,104.93,107.742,2.812,1.0,1.0,22.04,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000104930_e0000107742.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000109154_e0000112894,VCO4vX6QlxM,109.154,112.894,3.74,1.0,1.0,20.14,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000109154_e0000112894.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000113858_e0000116286,VCO4vX6QlxM,113.858,116.286,2.428,1.0,1.0,16.86,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000113858_e0000116286.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000118498_e0000120606,VCO4vX6QlxM,118.498,120.606,2.108,1.0,1.0,15.37,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000118498_e0000120606.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000128834_e0000130974,VCO4vX6QlxM,128.834,130.974,2.14,1.0,1.0,23.87,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000128834_e0000130974.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
VCO4vX6QlxM_s0000148226_e0000150430,VCO4vX6QlxM,148.226,150.43,2.204,1.0,1.0,21.51,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/400_440/media/VCO4vX6QlxM_s0000148226_e0000150430.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
