video,start,end,reason
xxmeqc8hV-I,0.418,2.046,segment_too_short
xxmeqc8hV-I,2.786,10.206,ffmpeg_cut_failed
xxmeqc8hV-I,11.426,19.326,scene_cut_detected
xxmeqc8hV-I,19.458,21.31,segment_too_short
xxmeqc8hV-I,21.442,22.558,segment_too_short
xxmeqc8hV-I,22.658,27.658,scene_cut_detected
xxmeqc8hV-I,26.658,31.658,scene_cut_detected
xxmeqc8hV-I,30.658,35.658,ffmpeg_cut_failed
xxmeqc8hV-I,34.658,38.398,ffmpeg_cut_failed
xxmeqc8hV-I,39.49,42.558,face_density_low
xxmeqc8hV-I,43.394,51.71,ffmpeg_cut_failed
xxmeqc8hV-I,51.906,58.11,scene_cut_detected
xxmeqc8hV-I,59.042,62.462,ffmpeg_cut_failed
xxmeqc8hV-I,62.594,69.63,scene_cut_detected
xxmeqc8hV-I,73.218,76.03,ffmpeg_cut_failed
xxmeqc8hV-I,76.13,77.566,segment_too_short
xxmeqc8hV-I,77.73,82.73,ffmpeg_cut_failed
xxmeqc8hV-I,81.73,86.73,ffmpeg_cut_failed
xxmeqc8hV-I,85.73,90.73,scene_cut_detected
xxmeqc8hV-I,89.73,94.73,ffmpeg_cut_failed
xxmeqc8hV-I,93.73,98.73,ffmpeg_cut_failed
xxmeqc8hV-I,101.058,103.582,face_density_low
xxmeqc8hV-I,103.938,112.734,scene_cut_detected
xxmeqc8hV-I,113.122,115.454,ffmpeg_cut_failed
xxmeqc8hV-I,117.986,123.23,ffmpeg_cut_failed
xxmeqc8hV-I,123.554,126.846,ffmpeg_cut_failed
xxmeqc8hV-I,130.498,133.182,face_density_low
xxmeqc8hV-I,133.346,136.702,ffmpeg_cut_failed
xxmeqc8hV-I,137.442,143.102,face_density_low
xxmeqc8hV-I,143.362,146.59,scene_cut_detected
xxmeqc8hV-I,147.17,157.374,scene_cut_detected
xxmeqc8hV-I,157.506,159.998,face_density_low
xxmeqc8hV-I,160.61,165.61,scene_cut_detected
xxmeqc8hV-I,164.61,169.61,ffmpeg_cut_failed
xxmeqc8hV-I,168.61,173.61,ffmpeg_cut_failed
xxmeqc8hV-I,178.21,182.302,ffmpeg_cut_failed
xxmeqc8hV-I,182.594,192.35,ffmpeg_cut_failed
xxmeqc8hV-I,192.77,198.11,ffmpeg_cut_failed
xxmeqc8hV-I,198.658,203.198,scene_cut_detected
xxmeqc8hV-I,203.746,208.19,scene_cut_detected
xxmeqc8hV-I,208.706,210.43,segment_too_short
xxmeqc8hV-I,211.618,214.782,scene_cut_detected
xxmeqc8hV-I,219.202,219.582,segment_too_short
xxmeqc8hV-I,221.442,223.71,face_density_low
xxmeqc8hV-I,224.386,226.718,ffmpeg_cut_failed
xxmeqc8hV-I,228.162,232.414,face_density_low
xxmeqc8hV-I,233.634,238.878,scene_cut_detected
xxmeqc8hV-I,239.138,241.79,ffmpeg_cut_failed
xxmeqc8hV-I,242.338,250.014,scene_cut_detected
xxmeqc8hV-I,251.234,254.846,face_density_low
xxmeqc8hV-I,255.458,255.87,segment_too_short
xxmeqc8hV-I,259.778,264.778,scene_cut_detected
xxmeqc8hV-I,263.778,268.778,ffmpeg_cut_failed
xxmeqc8hV-I,267.778,272.778,scene_cut_detected
xxmeqc8hV-I,271.778,276.778,ffmpeg_cut_failed
xxmeqc8hV-I,275.778,280.778,ffmpeg_cut_failed
xxmeqc8hV-I,281.186,282.462,segment_too_short
xxmeqc8hV-I,282.626,287.518,ffmpeg_cut_failed
xxmeqc8hV-I,288.066,298.43,ffmpeg_cut_failed
xxmeqc8hV-I,303.458,305.374,segment_too_short
xxmeqc8hV-I,305.922,308.414,scene_cut_detected
xxmeqc8hV-I,308.738,310.142,segment_too_short
xxmeqc8hV-I,311.106,313.406,ffmpeg_cut_failed
xxmeqc8hV-I,313.762,317.822,ffmpeg_cut_failed
xxmeqc8hV-I,318.178,320.83,ffmpeg_cut_failed
xxmeqc8hV-I,321.026,322.366,segment_too_short
xxmeqc8hV-I,324.034,324.926,segment_too_short
xxmeqc8hV-I,325.986,326.654,segment_too_short
xxmeqc8hV-I,326.786,327.838,segment_too_short
xxmeqc8hV-I,329.218,330.718,segment_too_short
y7wUMZprTmQ,,,video_decode_failed
y9_TESYEbmA,,,video_decode_failed
xpIvMtfH-m8,0.194,0.926,segment_too_short
xpIvMtfH-m8,1.154,6.174,ffmpeg_cut_failed
