clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path
XwMwDTPAyAo_clip0000_t00028,XwMwDTPAyAo,28.258,31.838,3.58,1.0,1.0,6.43,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0000_t00028.mp4
XwMwDTPAyAo_clip0001_t00034,XwMwDTPAyAo,34.082,36.574,2.492,1.0,1.0,6.03,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0001_t00034.mp4
XwMwDTPAyAo_clip0002_t00036,XwMwDTPAyAo,36.738,40.382,3.644,1.0,1.0,6.86,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0002_t00036.mp4
XwMwDTPAyAo_clip0003_t00041,XwMwDTPAyAo,41.986,46.986,5.0,1.0,1.0,7.35,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0003_t00041.mp4
XwMwDTPAyAo_clip0004_t00045,XwMwDTPAyAo,45.986,50.986,5.0,1.0,1.0,5.79,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0004_t00045.mp4
XwMwDTPAyAo_clip0005_t00049,XwMwDTPAyAo,49.986,54.986,5.0,1.0,1.0,5.67,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0005_t00049.mp4
XwMwDTPAyAo_clip0006_t00053,XwMwDTPAyAo,53.986,58.986,5.0,1.0,1.0,6.02,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0006_t00053.mp4
XwMwDTPAyAo_clip0007_t00077,XwMwDTPAyAo,77.09,82.494,5.404,1.0,1.0,5.91,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0007_t00077.mp4
XwMwDTPAyAo_clip0008_t00087,XwMwDTPAyAo,87.394,89.662,2.268,1.0,1.0,7.76,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0008_t00087.mp4
XwMwDTPAyAo_clip0009_t00098,XwMwDTPAyAo,98.37,102.718,4.348,1.0,1.0,6.82,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0009_t00098.mp4
XwMwDTPAyAo_clip0010_t00115,XwMwDTPAyAo,115.138,120.254,5.116,1.0,1.0,6.22,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0010_t00115.mp4
XwMwDTPAyAo_clip0011_t00159,XwMwDTPAyAo,159.65,162.59,2.94,1.0,1.0,7.61,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0011_t00159.mp4
XwMwDTPAyAo_clip0012_t00162,XwMwDTPAyAo,162.722,164.926,2.204,1.0,1.0,6.73,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0012_t00162.mp4
XwMwDTPAyAo_clip0013_t00165,XwMwDTPAyAo,165.442,168.222,2.78,1.0,1.0,6.66,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0013_t00165.mp4
XwMwDTPAyAo_clip0014_t00206,XwMwDTPAyAo,206.178,209.278,3.1,1.0,1.0,6.42,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0014_t00206.mp4
XwMwDTPAyAo_clip0015_t00252,XwMwDTPAyAo,252.45,256.542,4.092,1.0,1.0,6.77,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0015_t00252.mp4
XwMwDTPAyAo_clip0016_t00303,XwMwDTPAyAo,303.586,308.586,5.0,1.0,1.0,6.17,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0016_t00303.mp4
XwMwDTPAyAo_clip0017_t00307,XwMwDTPAyAo,307.586,312.586,5.0,1.0,1.0,5.78,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0017_t00307.mp4
XwMwDTPAyAo_clip0018_t00341,XwMwDTPAyAo,341.506,346.506,5.0,1.0,1.0,4.95,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0018_t00341.mp4
XwMwDTPAyAo_clip0019_t00345,XwMwDTPAyAo,345.506,350.506,5.0,1.0,1.0,4.29,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0019_t00345.mp4
XwMwDTPAyAo_clip0020_t00364,XwMwDTPAyAo,364.386,368.734,4.348,1.0,1.0,6.06,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0020_t00364.mp4
XwMwDTPAyAo_clip0021_t00381,XwMwDTPAyAo,381.506,384.798,3.292,1.0,1.0,5.8,/kaggle/working/clips/tier1/XwMwDTPAyAo_clip0021_t00381.mp4
