clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
BG6GHJfaEls_s0000002050_e0000006494,BG6GHJfaEls,2.05,6.494,4.444,1.0,1.0,20.62,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000002050_e0000006494.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000006658_e0000010302,BG6GHJfaEls,6.658,10.302,3.644,1.0,1.0,16.33,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000006658_e0000010302.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000012578_e0000016318,BG6GHJfaEls,12.578,16.318,3.74,1.0,1.0,15.82,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000012578_e0000016318.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000016802_e0000019966,BG6GHJfaEls,16.802,19.966,3.164,1.0,1.0,16.17,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000016802_e0000019966.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000020354_e0000023294,BG6GHJfaEls,20.354,23.294,2.94,1.0,1.0,15.16,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000020354_e0000023294.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000030498_e0000033054,BG6GHJfaEls,30.498,33.054,2.556,1.0,1.0,16.06,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000030498_e0000033054.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000033730_e0000036446,BG6GHJfaEls,33.73,36.446,2.716,1.0,1.0,15.83,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000033730_e0000036446.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000036834_e0000038878,BG6GHJfaEls,36.834,38.878,2.044,1.0,1.0,16.52,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000036834_e0000038878.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000039714_e0000042558,BG6GHJfaEls,39.714,42.558,2.844,1.0,1.0,16.69,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000039714_e0000042558.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
BG6GHJfaEls_s0000045346_e0000047422,BG6GHJfaEls,45.346,47.422,2.076,1.0,1.0,14.13,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/100_150/media/BG6GHJfaEls_s0000045346_e0000047422.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
