filename,video_id,status,accepted_count,rejected_count,decode_backend,decode_attempts,cut_backends,terminal_detail,run_id,tier
BG6GHJfaEls.mp4,BG6GHJfaEls,completed,70,66,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 70}",,cutfix_full_tier1_20260729_01,tier1
BkuM46MUvPg.mp4,BkuM46MUvPg,completed,97,89,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 97}",,cutfix_full_tier1_20260729_01,tier1
C0FdQDbuP8Q.mp4,C0FdQDbuP8Q,completed,35,69,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 35}",,cutfix_full_tier1_20260729_01,tier1
C4guPiH4Frk.mp4,C4guPiH4Frk,completed,91,37,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 91}",,cutfix_full_tier1_20260729_01,tier1
C5kENx5cq7M.mp4,C5kENx5cq7M,completed,128,216,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 128}",,cutfix_full_tier1_20260729_01,tier1
C9yjoixv3-E.mp4,C9yjoixv3-E,completed,30,36,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 30}",,cutfix_full_tier1_20260729_01,tier1
CHkaAtJLN3E.mp4,CHkaAtJLN3E,completed,84,223,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 84}",,cutfix_full_tier1_20260729_01,tier1
CHkucSNgsIk.mp4,CHkucSNgsIk,completed,31,102,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 31}",,cutfix_full_tier1_20260729_01,tier1
CQWEtrfUwkM.mp4,CQWEtrfUwkM,completed,32,122,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 32}",,cutfix_full_tier1_20260729_01,tier1
CRVQFkGDtHk.mp4,CRVQFkGDtHk,completed,24,81,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 24}",,cutfix_full_tier1_20260729_01,tier1
CU-fd5lUl28.mp4,CU-fd5lUl28,completed,129,112,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 129}",,cutfix_full_tier1_20260729_01,tier1
CWVMqOc-9g8.mp4,CWVMqOc-9g8,completed,14,140,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 14}",,cutfix_full_tier1_20260729_01,tier1
CklYiLA4DZc.mp4,CklYiLA4DZc,completed,29,136,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 29}",,cutfix_full_tier1_20260729_01,tier1
Cpyb66WEcLE.mp4,Cpyb66WEcLE,completed,61,65,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 61}",,cutfix_full_tier1_20260729_01,tier1
D6LJHzWXxVE.mp4,D6LJHzWXxVE,completed,30,41,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 30}",,cutfix_full_tier1_20260729_01,tier1
DFGqypUDz0s.mp4,DFGqypUDz0s,completed,81,68,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 81}",,cutfix_full_tier1_20260729_01,tier1
DmopsiIjsTE.mp4,DmopsiIjsTE,completed_no_clips,0,158,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_full_tier1_20260729_01,tier1
