filename,metadata,audio,input_index,resolved_path,size_bytes
BG6GHJfaEls.mp4,"Pass (Height: 1080p, FPS: 50.00)",Pass (Có luồng âm thanh),100,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/BG6GHJfaEls.mp4,64516286
bhO764uZyDA.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),101,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bhO764uZyDA.mp4,102865864
bjzEBcSSnEg.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),102,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bjzEBcSSnEg.mp4,63771317
BkuM46MUvPg.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),103,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/BkuM46MUvPg.mp4,183365364
bmQsV6ptTLQ.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),104,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bmQsV6ptTLQ.mp4,65533281
bqCHr6dLdlc.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),105,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bqCHr6dLdlc.mp4,67766373
bqjmpbscb_Y.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),106,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bqjmpbscb_Y.mp4,74692291
bU0O_gUl_1U.mp4,"Pass (Height: 720p, FPS: 25.00)",Pass (Có luồng âm thanh),107,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bU0O_gUl_1U.mp4,32947654
bwBZ1hgUwVE.mp4,"Pass (Height: 720p, FPS: 25.00)",Pass (Có luồng âm thanh),108,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bwBZ1hgUwVE.mp4,48221822
bxSZ-x7OvWI.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),109,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/bxSZ-x7OvWI.mp4,58208780
C0FdQDbuP8Q.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),110,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/C0FdQDbuP8Q.mp4,179108358
