clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
7558438772115787015_s0000021154_e0000026154,7558438772115787015,21.154,26.154,5.0,1.0,1.0,13.26,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000021154_e0000026154.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000039170_e0000043678,7558438772115787015,39.17,43.678,4.508,1.0,1.0,11.28,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000039170_e0000043678.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000043810_e0000048702,7558438772115787015,43.81,48.702,4.892,1.0,1.0,12.44,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000043810_e0000048702.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000052354_e0000054494,7558438772115787015,52.354,54.494,2.14,1.0,1.0,11.14,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000052354_e0000054494.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000055970_e0000059870,7558438772115787015,55.97,59.87,3.9,1.0,1.0,10.65,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000055970_e0000059870.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000074050_e0000078174,7558438772115787015,74.05,78.174,4.124,0.75,1.0,12.33,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000074050_e0000078174.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000078306_e0000081214,7558438772115787015,78.306,81.214,2.908,1.0,1.0,10.88,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000078306_e0000081214.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000081538_e0000083838,7558438772115787015,81.538,83.838,2.3,1.0,1.0,11.5,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000081538_e0000083838.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558438772115787015_s0000090274_e0000092830,7558438772115787015,90.274,92.83,2.556,1.0,1.0,12.53,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558438772115787015_s0000090274_e0000092830.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558704098602683666_s0000000066_e0000003518,7558704098602683666,0.066,3.518,3.452,1.0,1.0,13.93,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558704098602683666_s0000000066_e0000003518.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558704098602683666_s0000003714_e0000006110,7558704098602683666,3.714,6.11,2.396,1.0,1.0,13.61,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558704098602683666_s0000003714_e0000006110.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558704098602683666_s0000006210_e0000008862,7558704098602683666,6.21,8.862,2.652,1.0,1.0,13.55,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558704098602683666_s0000006210_e0000008862.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558704098602683666_s0000035234_e0000038558,7558704098602683666,35.234,38.558,3.324,1.0,1.0,13.52,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558704098602683666_s0000035234_e0000038558.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558704098602683666_s0000040066_e0000042942,7558704098602683666,40.066,42.942,2.876,1.0,1.0,14.14,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558704098602683666_s0000040066_e0000042942.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558704098602683666_s0000072386_e0000074430,7558704098602683666,72.386,74.43,2.044,1.0,1.0,13.45,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558704098602683666_s0000072386_e0000074430.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7558704098602683666_s0000080450_e0000090654,7558704098602683666,80.45,90.654,10.204,1.0,1.0,12.94,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7558704098602683666_s0000080450_e0000090654.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000010978_e0000015978,7559451936735399176,10.978,15.978,5.0,1.0,1.0,-2.33,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000010978_e0000015978.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000038978_e0000043978,7559451936735399176,38.978,43.978,5.0,1.0,1.0,-5.0,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000038978_e0000043978.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000082978_e0000087978,7559451936735399176,82.978,87.978,5.0,1.0,1.0,-8.8,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000082978_e0000087978.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000086978_e0000091978,7559451936735399176,86.978,91.978,5.0,1.0,1.0,-5.22,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000086978_e0000091978.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000098978_e0000103978,7559451936735399176,98.978,103.978,5.0,1.0,1.0,-5.55,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000098978_e0000103978.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000102978_e0000107978,7559451936735399176,102.978,107.978,5.0,1.0,1.0,-6.56,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000102978_e0000107978.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000106978_e0000111038,7559451936735399176,106.978,111.038,4.06,1.0,1.0,-6.25,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000106978_e0000111038.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7559451936735399176_s0000112834_e0000116846,7559451936735399176,112.834,116.846,4.012,1.0,1.0,-7.14,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7559451936735399176_s0000112834_e0000116846.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7564387310721043730_s0000015650_e0000018174,7564387310721043730,15.65,18.174,2.524,1.0,1.0,2.28,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1700_2274/media/7564387310721043730_s0000015650_e0000018174.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
