clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
L2nBN0l7QI_s0000006658_e0000017342,_L2nBN0l7QI,6.658,17.342,10.684,1.0,1.0,0.59,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000006658_e0000017342.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000017602_e0000027518,_L2nBN0l7QI,17.602,27.518,9.916,1.0,1.0,-2.8,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000017602_e0000027518.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000027650_e0000033310,_L2nBN0l7QI,27.65,33.31,5.66,1.0,1.0,-1.66,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000027650_e0000033310.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000033826_e0000038826,_L2nBN0l7QI,33.826,38.826,5.0,1.0,1.0,-3.36,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000033826_e0000038826.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000037826_e0000042826,_L2nBN0l7QI,37.826,42.826,5.0,1.0,1.0,-2.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000037826_e0000042826.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000041826_e0000046826,_L2nBN0l7QI,41.826,46.826,5.0,1.0,1.0,-1.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000041826_e0000046826.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000045826_e0000050110,_L2nBN0l7QI,45.826,50.11,4.284,1.0,1.0,-2.69,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000045826_e0000050110.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000050402_e0000055402,_L2nBN0l7QI,50.402,55.402,5.0,1.0,1.0,-2.46,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000050402_e0000055402.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000054402_e0000059402,_L2nBN0l7QI,54.402,59.402,5.0,1.0,1.0,-2.92,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000054402_e0000059402.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
L2nBN0l7QI_s0000058402_e0000063402,_L2nBN0l7QI,58.402,63.402,5.0,1.0,1.0,-2.36,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/440_472/media/L2nBN0l7QI_s0000058402_e0000063402.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
