clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path
VdHT9nXSw-8_clip0000_t00000,VdHT9nXSw-8,0.098,5.246,5.148,1.0,1.0,26.42,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0000_t00000.mp4
VdHT9nXSw-8_clip0001_t00005,VdHT9nXSw-8,5.986,15.934,9.948,1.0,1.0,26.51,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0001_t00005.mp4
VdHT9nXSw-8_clip0002_t00016,VdHT9nXSw-8,16.642,19.742,3.1,1.0,1.0,27.51,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0002_t00016.mp4
VdHT9nXSw-8_clip0003_t00020,VdHT9nXSw-8,20.258,30.014,9.756,1.0,1.0,26.52,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0003_t00020.mp4
VdHT9nXSw-8_clip0004_t00030,VdHT9nXSw-8,30.818,40.414,9.596,1.0,1.0,26.97,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0004_t00030.mp4
VdHT9nXSw-8_clip0005_t00051,VdHT9nXSw-8,51.842,55.262,3.42,1.0,1.0,27.12,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0005_t00051.mp4
VdHT9nXSw-8_clip0006_t00067,VdHT9nXSw-8,67.682,75.55,7.868,1.0,1.0,26.63,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0006_t00067.mp4
VdHT9nXSw-8_clip0007_t00084,VdHT9nXSw-8,84.226,89.118,4.892,1.0,1.0,27.27,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0007_t00084.mp4
VdHT9nXSw-8_clip0008_t00089,VdHT9nXSw-8,89.282,94.238,4.956,1.0,1.0,27.81,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0008_t00089.mp4
VdHT9nXSw-8_clip0009_t00094,VdHT9nXSw-8,94.562,96.574,2.012,1.0,1.0,25.81,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0009_t00094.mp4
VdHT9nXSw-8_clip0010_t00097,VdHT9nXSw-8,97.282,102.282,5.0,1.0,1.0,26.19,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0010_t00097.mp4
VdHT9nXSw-8_clip0011_t00101,VdHT9nXSw-8,101.282,106.282,5.0,1.0,1.0,25.56,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0011_t00101.mp4
VdHT9nXSw-8_clip0012_t00105,VdHT9nXSw-8,105.282,110.282,5.0,1.0,1.0,26.59,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0012_t00105.mp4
VdHT9nXSw-8_clip0013_t00109,VdHT9nXSw-8,109.282,114.014,4.732,1.0,1.0,26.7,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0013_t00109.mp4
VdHT9nXSw-8_clip0014_t00134,VdHT9nXSw-8,134.466,136.606,2.14,1.0,1.0,26.27,/kaggle/working/clips/tier1/VdHT9nXSw-8_clip0014_t00134.mp4
