video,start,end,reason
VCO4vX6QlxM,3.01,5.246,ffmpeg_cut_failed
VCO4vX6QlxM,5.954,6.27,segment_too_short
VCO4vX6QlxM,6.402,7.838,segment_too_short
VCO4vX6QlxM,8.866,9.598,segment_too_short
VCO4vX6QlxM,12.866,14.142,segment_too_short
VCO4vX6QlxM,14.306,15.39,segment_too_short
VCO4vX6QlxM,16.418,17.342,segment_too_short
VCO4vX6QlxM,21.186,22.59,segment_too_short
VCO4vX6QlxM,24.194,25.95,segment_too_short
VCO4vX6QlxM,27.234,28.862,segment_too_short
VCO4vX6QlxM,29.442,30.686,segment_too_short
VCO4vX6QlxM,31.298,32.798,segment_too_short
VCO4vX6QlxM,33.09,34.27,segment_too_short
VCO4vX6QlxM,35.202,35.87,segment_too_short
VCO4vX6QlxM,39.106,41.054,segment_too_short
VCO4vX6QlxM,42.242,45.15,ffmpeg_cut_failed
VCO4vX6QlxM,45.826,48.254,ffmpeg_cut_failed
VCO4vX6QlxM,49.634,51.358,segment_too_short
VCO4vX6QlxM,51.97,54.558,ffmpeg_cut_failed
VCO4vX6QlxM,54.658,58.174,ffmpeg_cut_failed
VCO4vX6QlxM,59.138,63.71,ffmpeg_cut_failed
VCO4vX6QlxM,65.026,67.358,ffmpeg_cut_failed
VCO4vX6QlxM,68.002,71.006,ffmpeg_cut_failed
VCO4vX6QlxM,71.842,73.278,segment_too_short
VCO4vX6QlxM,74.178,75.39,segment_too_short
VCO4vX6QlxM,78.082,80.382,ffmpeg_cut_failed
VCO4vX6QlxM,80.802,81.758,segment_too_short
VCO4vX6QlxM,82.626,86.494,ffmpeg_cut_failed
VCO4vX6QlxM,86.946,89.982,ffmpeg_cut_failed
VCO4vX6QlxM,90.306,91.806,segment_too_short
VCO4vX6QlxM,93.282,94.238,segment_too_short
VCO4vX6QlxM,95.202,96.542,segment_too_short
VCO4vX6QlxM,96.93,97.758,segment_too_short
VCO4vX6QlxM,98.466,99.358,segment_too_short
VCO4vX6QlxM,100.226,101.15,segment_too_short
VCO4vX6QlxM,103.106,104.094,segment_too_short
VCO4vX6QlxM,104.93,107.742,ffmpeg_cut_failed
VCO4vX6QlxM,109.154,112.894,ffmpeg_cut_failed
VCO4vX6QlxM,113.858,116.286,ffmpeg_cut_failed
VCO4vX6QlxM,117.314,118.302,segment_too_short
VCO4vX6QlxM,118.498,120.606,ffmpeg_cut_failed
VCO4vX6QlxM,128.834,130.974,ffmpeg_cut_failed
VCO4vX6QlxM,134.114,135.422,segment_too_short
VCO4vX6QlxM,136.898,138.334,segment_too_short
VCO4vX6QlxM,141.378,142.622,segment_too_short
VCO4vX6QlxM,143.714,144.99,segment_too_short
VCO4vX6QlxM,145.506,146.59,segment_too_short
VCO4vX6QlxM,147.426,148.126,segment_too_short
VCO4vX6QlxM,148.226,150.43,ffmpeg_cut_failed
VCO4vX6QlxM,151.522,152.99,segment_too_short
VCO4vX6QlxM,153.57,157.406,ffmpeg_cut_failed
VCO4vX6QlxM,163.362,165.31,segment_too_short
VCO4vX6QlxM,167.458,170.27,ffmpeg_cut_failed
VCO4vX6QlxM,170.754,174.334,ffmpeg_cut_failed
VCO4vX6QlxM,175.106,176.382,segment_too_short
VCO4vX6QlxM,176.482,178.91,ffmpeg_cut_failed
VCO4vX6QlxM,180.77,183.006,ffmpeg_cut_failed
VCO4vX6QlxM,183.298,184.766,segment_too_short
VCO4vX6QlxM,185.89,188.03,ffmpeg_cut_failed
VCO4vX6QlxM,188.642,193.726,ffmpeg_cut_failed
VCO4vX6QlxM,194.69,195.998,segment_too_short
VCO4vX6QlxM,196.322,197.79,segment_too_short
VCO4vX6QlxM,198.562,200.606,ffmpeg_cut_failed
VCO4vX6QlxM,202.37,203.742,segment_too_short
VCO4vX6QlxM,204.194,204.894,segment_too_short
VCO4vX6QlxM,205.57,207.134,segment_too_short
VCO4vX6QlxM,207.714,209.694,segment_too_short
VCO4vX6QlxM,210.114,211.07,segment_too_short
VCO4vX6QlxM,212.834,214.142,segment_too_short
VCO4vX6QlxM,215.97,225.246,ffmpeg_cut_failed
VCO4vX6QlxM,225.474,229.438,ffmpeg_cut_failed
VCO4vX6QlxM,229.73,231.582,segment_too_short
VCO4vX6QlxM,232.258,234.526,ffmpeg_cut_failed
VCO4vX6QlxM,235.17,237.246,ffmpeg_cut_failed
VCO4vX6QlxM,237.922,241.982,ffmpeg_cut_failed
VCO4vX6QlxM,242.69,246.046,ffmpeg_cut_failed
VCO4vX6QlxM,246.626,249.15,ffmpeg_cut_failed
VCO4vX6QlxM,249.826,251.87,ffmpeg_cut_failed
VCO4vX6QlxM,252.482,254.046,segment_too_short
VCO4vX6QlxM,256.546,257.79,segment_too_short
VCO4vX6QlxM,258.434,259.902,segment_too_short
VCO4vX6QlxM,260.354,261.566,segment_too_short
VCO4vX6QlxM,263.17,264.99,segment_too_short
VCO4vX6QlxM,265.09,265.758,segment_too_short
VCO4vX6QlxM,265.922,267.134,segment_too_short
VCO4vX6QlxM,268.77,271.198,ffmpeg_cut_failed
VCO4vX6QlxM,271.874,273.758,segment_too_short
VCO4vX6QlxM,275.266,278.046,ffmpeg_cut_failed
VCO4vX6QlxM,279.266,283.87,ffmpeg_cut_failed
VCO4vX6QlxM,284.258,286.334,ffmpeg_cut_failed
VCO4vX6QlxM,286.69,288.702,ffmpeg_cut_failed
VCO4vX6QlxM,288.962,290.366,segment_too_short
VCO4vX6QlxM,291.202,295.23,ffmpeg_cut_failed
VCO4vX6QlxM,296.066,297.534,segment_too_short
