filename,metadata,audio,input_index,resolved_path,size_bytes
-acsOFbnbjo.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),0,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-acsOFbnbjo.mp4,182715276
-H3EY9_rfHQ (1).mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),1,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-H3EY9_rfHQ (1).mp4,51121748
-hKbIQj-mCk.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),2,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-hKbIQj-mCk.mp4,114176475
-l9m0nDJZfM.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),3,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-l9m0nDJZfM.mp4,272580848
-PMVQo--JXE (1).mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),4,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-PMVQo--JXE (1).mp4,211940063
-q9dFwf1jhk.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),5,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-q9dFwf1jhk.mp4,93659925
-qsoj9cBf8Y.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),6,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-qsoj9cBf8Y.mp4,119257299
-s3fgNPM3uE.mp4,"Pass (Height: 1080p, FPS: 24.00)",Pass (Có luồng âm thanh),7,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/-s3fgNPM3uE.mp4,90458805
0B310XCDA1c.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),8,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/0B310XCDA1c.mp4,303827202
0PsGwmgAI-k (1).mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),9,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/0PsGwmgAI-k (1).mp4,233107341
0rNleOYzisw (1).mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),10,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/0rNleOYzisw (1).mp4,173390806
0v7Qt6dyGdY (1).mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),11,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/0v7Qt6dyGdY (1).mp4,210924426
1j9QybBbT7U.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),12,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/1j9QybBbT7U.mp4,143350400
1vuK6Wo-Sn0.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),13,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/1vuK6Wo-Sn0.mp4,258400264
2GOQMIthM5A.mp4,"Pass (Height: 720p, FPS: 25.00)",Pass (Có luồng âm thanh),14,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/2GOQMIthM5A.mp4,91847173
2hPdbV1SN4E.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),15,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/2hPdbV1SN4E.mp4,109508314
2lbnNbOJ12I.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),16,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/2lbnNbOJ12I.mp4,106753990
3lW4qEo2UMM.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),17,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/3lW4qEo2UMM.mp4,189186946
