clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
-H3EY9_rfHQ_1_s0000001122_e0000006526,-H3EY9_rfHQ (1),1.122,6.526,5.404,1.0,1.0,11.39,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000001122_e0000006526.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000022562_e0000026814,-H3EY9_rfHQ (1),22.562,26.814,4.252,1.0,1.0,11.96,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000022562_e0000026814.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000036994_e0000045342,-H3EY9_rfHQ (1),36.994,45.342,8.348,0.889,1.0,12.17,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000036994_e0000045342.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000048098_e0000053098,-H3EY9_rfHQ (1),48.098,53.098,5.0,0.8,1.0,9.56,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000048098_e0000053098.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000052098_e0000057098,-H3EY9_rfHQ (1),52.098,57.098,5.0,0.8,1.0,8.97,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000052098_e0000057098.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000097538_e0000100446,-H3EY9_rfHQ (1),97.538,100.446,2.908,1.0,1.0,9.5,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000097538_e0000100446.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000145410_e0000148830,-H3EY9_rfHQ (1),145.41,148.83,3.42,1.0,1.0,9.13,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000145410_e0000148830.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000153058_e0000155710,-H3EY9_rfHQ (1),153.058,155.71,2.652,1.0,1.0,10.02,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000153058_e0000155710.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000157954_e0000163070,-H3EY9_rfHQ (1),157.954,163.07,5.116,1.0,1.0,8.63,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000157954_e0000163070.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
-H3EY9_rfHQ_1_s0000169506_e0000172062,-H3EY9_rfHQ (1),169.506,172.062,2.556,1.0,1.0,9.59,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/0_100/media/-H3EY9_rfHQ_1_s0000169506_e0000172062.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
