filename,video_id,status,accepted_count,rejected_count,decode_backend,decode_attempts,cut_backends,terminal_detail,run_id,tier
M1NcVJ1i5Ks (1).mp4,M1NcVJ1i5Ks (1),completed,102,131,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 102}",,cutfix_smoke_tier2_20260729_01,tier2
MFB-6-Smj_s.mp4,MFB-6-Smj_s,completed,127,127,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 127}",,cutfix_smoke_tier2_20260729_01,tier2
MGudZOrfG9c.mp4,MGudZOrfG9c,completed,73,138,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 73}",,cutfix_smoke_tier2_20260729_01,tier2
MRMC4bTOTsU.mp4,MRMC4bTOTsU,completed,80,92,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 80}",,cutfix_smoke_tier2_20260729_01,tier2
McDpBE5nj6k (1).mp4,McDpBE5nj6k (1),completed,60,123,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 60}",,cutfix_smoke_tier2_20260729_01,tier2
Mdb7_9uq1No (1).mp4,Mdb7_9uq1No (1),completed,41,127,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 41}",,cutfix_smoke_tier2_20260729_01,tier2
MlqrgxUleVk.mp4,MlqrgxUleVk,completed,33,100,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 33}",,cutfix_smoke_tier2_20260729_01,tier2
Mn8Hgif1vZs.mp4,Mn8Hgif1vZs,completed,35,69,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 35}",,cutfix_smoke_tier2_20260729_01,tier2
Myzu1WubrZ4.mp4,Myzu1WubrZ4,completed,95,159,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 95}",,cutfix_smoke_tier2_20260729_01,tier2
MzLvQ0yOhAA.mp4,MzLvQ0yOhAA,completed,8,73,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 8}",,cutfix_smoke_tier2_20260729_01,tier2
