clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
M1NcVJ1i5Ks_1_s0000002338_e0000011934,M1NcVJ1i5Ks (1),2.338,11.934,9.596,1.0,1.0,19.6,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000002338_e0000011934.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000034882_e0000037278,M1NcVJ1i5Ks (1),34.882,37.278,2.396,1.0,1.0,15.44,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000034882_e0000037278.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000043010_e0000050846,M1NcVJ1i5Ks (1),43.01,50.846,7.836,1.0,1.0,18.34,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000043010_e0000050846.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000051138_e0000056094,M1NcVJ1i5Ks (1),51.138,56.094,4.956,1.0,1.0,17.49,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000051138_e0000056094.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000056322_e0000061438,M1NcVJ1i5Ks (1),56.322,61.438,5.116,1.0,1.0,17.12,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000056322_e0000061438.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000108098_e0000112510,M1NcVJ1i5Ks (1),108.098,112.51,4.412,1.0,1.0,17.74,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000108098_e0000112510.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000112610_e0000118206,M1NcVJ1i5Ks (1),112.61,118.206,5.596,1.0,1.0,16.17,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000112610_e0000118206.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000148162_e0000156894,M1NcVJ1i5Ks (1),148.162,156.894,8.732,1.0,1.0,18.21,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000148162_e0000156894.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000157122_e0000161054,M1NcVJ1i5Ks (1),157.122,161.054,3.932,1.0,1.0,18.39,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000157122_e0000161054.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000185954_e0000190954,M1NcVJ1i5Ks (1),185.954,190.954,5.0,1.0,1.0,15.85,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000185954_e0000190954.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000189954_e0000193758,M1NcVJ1i5Ks (1),189.954,193.758,3.804,1.0,1.0,15.55,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000189954_e0000193758.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
M1NcVJ1i5Ks_1_s0000204226_e0000209226,M1NcVJ1i5Ks (1),204.226,209.226,5.0,1.0,1.0,20.13,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/150_200/media/M1NcVJ1i5Ks_1_s0000204226_e0000209226.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
