video,filename,start,end,reason,detail,run_id,tier
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,0.45,2.046,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,12.034,13.054,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,13.442,18.11,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,18.274,19.262,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,19.426,23.198,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,23.426,30.846,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,31.234,34.558,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,61.538,62.686,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,63.17,68.17,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,67.17,72.17,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,71.17,76.17,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,77.73,80.702,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,80.93,88.574,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,88.93,93.63,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,93.794,96.286,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,96.482,98.43,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,98.658,99.934,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,100.034,102.078,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,102.338,102.782,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,102.882,104.542,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,118.594,125.63,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,125.826,131.358,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,131.554,135.23,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,135.586,143.102,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,161.378,166.11,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,166.21,167.166,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,167.458,177.598,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,177.954,182.954,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,181.954,186.954,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,197.922,204.03,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,221.346,226.346,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,225.346,230.346,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,229.346,234.346,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,237.346,242.346,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,241.346,246.346,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,245.346,249.406,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,249.634,258.942,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,270.178,275.178,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,274.178,279.178,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,278.178,283.178,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,294.178,299.178,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,302.178,307.178,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,310.178,313.95,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,314.05,324.318,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,347.97,352.97,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,351.97,356.97,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,355.97,360.97,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,359.97,364.97,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,363.97,368.97,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,367.97,371.518,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
M1NcVJ1i5Ks (1),M1NcVJ1i5Ks (1).mp4,371.778,376.542,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
