filename,metadata,audio,input_index,resolved_path,size_bytes
M1NcVJ1i5Ks (1).mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),150,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/M1NcVJ1i5Ks (1).mp4,145677597
McDpBE5nj6k (1).mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),151,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/McDpBE5nj6k (1).mp4,122650083
Mdb7_9uq1No (1).mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),152,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/Mdb7_9uq1No (1).mp4,178142305
MFB-6-Smj_s.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),153,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/MFB-6-Smj_s.mp4,44048772
MGudZOrfG9c.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),154,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/MGudZOrfG9c.mp4,148180955
mHTLamr-Zqk (1).mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),155,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/mHTLamr-Zqk (1).mp4,274220552
MlqrgxUleVk.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),156,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/MlqrgxUleVk.mp4,270766975
Mn8Hgif1vZs.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),157,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/Mn8Hgif1vZs.mp4,36597896
mpGa91lLuDg (1).mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),158,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/mpGa91lLuDg (1).mp4,94558124
MRMC4bTOTsU.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),159,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/MRMC4bTOTsU.mp4,107116789
Myzu1WubrZ4.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),160,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/Myzu1WubrZ4.mp4,257036329
MzLvQ0yOhAA.mp4,"Pass (Height: 720p, FPS: 30.00)",Pass (Có luồng âm thanh),161,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/MzLvQ0yOhAA.mp4,12658579
N01IqAYFPH4.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),162,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/N01IqAYFPH4.mp4,223702302
n0j5yp9_Cwk.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),163,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/n0j5yp9_Cwk.mp4,26623411
n8HGQqE7jfs (1).mp4,"Pass (Height: 1080p, FPS: 60.00)",Pass (Có luồng âm thanh),164,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/n8HGQqE7jfs (1).mp4,117307915
nE3nD8QCwmY (1).mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),165,/kaggle/input/datasets/lmanhng/vn-av-df-capstone-dataset-tier2/nE3nD8QCwmY (1).mp4,158827984
