filename,video_id,status,accepted_count,rejected_count,decode_backend,decode_attempts,cut_backends,terminal_detail,run_id,tier
LG6I_Z1INtw.mp4,LG6I_Z1INtw,completed_no_clips,0,103,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_full_tier1_20260729_01,tier1
LRHfSa_pxj4.mp4,LRHfSa_pxj4,completed,164,25,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 164}",,cutfix_full_tier1_20260729_01,tier1
LRlj3-dA5G4.mp4,LRlj3-dA5G4,completed_no_clips,0,3,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_full_tier1_20260729_01,tier1
Lg8IEMU8Z-I.mp4,Lg8IEMU8Z-I,completed,116,184,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 116}",,cutfix_full_tier1_20260729_01,tier1
Lzd2pc66G4s.mp4,Lzd2pc66G4s,completed,81,98,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 81}",,cutfix_full_tier1_20260729_01,tier1
M1iMhf3wRDw.mp4,M1iMhf3wRDw,completed,129,19,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 129}",,cutfix_full_tier1_20260729_01,tier1
MKN5iRYhflc.mp4,MKN5iRYhflc,completed,42,10,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 42}",,cutfix_full_tier1_20260729_01,tier1
MKdREqCLhMw.mp4,MKdREqCLhMw,completed,28,148,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 28}",,cutfix_full_tier1_20260729_01,tier1
MgH-vP4JdDU.mp4,MgH-vP4JdDU,completed,19,73,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 19}",,cutfix_full_tier1_20260729_01,tier1
MpVfVbPdmis.mp4,MpVfVbPdmis,completed,106,163,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 106}",,cutfix_full_tier1_20260729_01,tier1
