clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
LRHfSa_pxj4_s0000001090_e0000004414,LRHfSa_pxj4,1.09,4.414,3.324,1.0,1.0,35.29,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000001090_e0000004414.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000004738_e0000007262,LRHfSa_pxj4,4.738,7.262,2.524,1.0,1.0,35.54,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000004738_e0000007262.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000007426_e0000012382,LRHfSa_pxj4,7.426,12.382,4.956,1.0,1.0,34.28,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000007426_e0000012382.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000012610_e0000017822,LRHfSa_pxj4,12.61,17.822,5.212,1.0,1.0,35.31,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000012610_e0000017822.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000019618_e0000027006,LRHfSa_pxj4,19.618,27.006,7.388,1.0,1.0,34.67,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000019618_e0000027006.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000027330_e0000035134,LRHfSa_pxj4,27.33,35.134,7.804,1.0,1.0,35.89,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000027330_e0000035134.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000037346_e0000040798,LRHfSa_pxj4,37.346,40.798,3.452,1.0,1.0,33.47,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000037346_e0000040798.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000041122_e0000045150,LRHfSa_pxj4,41.122,45.15,4.028,1.0,1.0,34.42,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000041122_e0000045150.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000045442_e0000052350,LRHfSa_pxj4,45.442,52.35,6.908,1.0,1.0,35.02,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000045442_e0000052350.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000052610_e0000060574,LRHfSa_pxj4,52.61,60.574,7.964,1.0,1.0,35.81,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000052610_e0000060574.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000060930_e0000064222,LRHfSa_pxj4,60.93,64.222,3.292,1.0,1.0,35.67,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000060930_e0000064222.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000064546_e0000068478,LRHfSa_pxj4,64.546,68.478,3.932,1.0,1.0,35.49,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000064546_e0000068478.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000068706_e0000073054,LRHfSa_pxj4,68.706,73.054,4.348,1.0,1.0,34.95,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000068706_e0000073054.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000073282_e0000080190,LRHfSa_pxj4,73.282,80.19,6.908,1.0,1.0,35.1,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000073282_e0000080190.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000080482_e0000087806,LRHfSa_pxj4,80.482,87.806,7.324,1.0,1.0,34.34,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000080482_e0000087806.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000088098_e0000093886,LRHfSa_pxj4,88.098,93.886,5.788,1.0,1.0,34.65,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000088098_e0000093886.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000094210_e0000098782,LRHfSa_pxj4,94.21,98.782,4.572,1.0,1.0,35.21,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000094210_e0000098782.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
LRHfSa_pxj4_s0000098946_e0000102750,LRHfSa_pxj4,98.946,102.75,3.804,1.0,1.0,35.0,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/250_300/media/LRHfSa_pxj4_s0000098946_e0000102750.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
