clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path
BG6GHJfaEls_clip0000_t00002,BG6GHJfaEls,2.05,6.494,4.444,1.0,1.0,20.62,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0000_t00002.mp4
BG6GHJfaEls_clip0001_t00006,BG6GHJfaEls,6.658,10.302,3.644,1.0,1.0,16.33,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0001_t00006.mp4
BG6GHJfaEls_clip0002_t00012,BG6GHJfaEls,12.578,16.318,3.74,1.0,1.0,15.82,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0002_t00012.mp4
BG6GHJfaEls_clip0003_t00016,BG6GHJfaEls,16.802,19.966,3.164,1.0,1.0,16.17,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0003_t00016.mp4
BG6GHJfaEls_clip0004_t00020,BG6GHJfaEls,20.354,23.294,2.94,1.0,1.0,15.16,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0004_t00020.mp4
BG6GHJfaEls_clip0005_t00030,BG6GHJfaEls,30.498,33.054,2.556,1.0,1.0,16.06,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0005_t00030.mp4
BG6GHJfaEls_clip0006_t00033,BG6GHJfaEls,33.73,36.446,2.716,1.0,1.0,15.83,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0006_t00033.mp4
BG6GHJfaEls_clip0007_t00036,BG6GHJfaEls,36.834,38.878,2.044,1.0,1.0,16.52,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0007_t00036.mp4
BG6GHJfaEls_clip0008_t00039,BG6GHJfaEls,39.714,42.558,2.844,1.0,1.0,16.69,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0008_t00039.mp4
BG6GHJfaEls_clip0009_t00045,BG6GHJfaEls,45.346,47.422,2.076,1.0,1.0,14.13,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0009_t00045.mp4
BG6GHJfaEls_clip0010_t00051,BG6GHJfaEls,51.394,54.462,3.068,1.0,1.0,16.27,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0010_t00051.mp4
BG6GHJfaEls_clip0011_t00054,BG6GHJfaEls,54.818,58.878,4.06,1.0,1.0,14.73,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0011_t00054.mp4
BG6GHJfaEls_clip0012_t00059,BG6GHJfaEls,59.394,62.174,2.78,1.0,1.0,15.87,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0012_t00059.mp4
BG6GHJfaEls_clip0013_t00062,BG6GHJfaEls,62.498,66.75,4.252,1.0,1.0,15.87,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0013_t00062.mp4
BG6GHJfaEls_clip0014_t00067,BG6GHJfaEls,67.106,70.718,3.612,1.0,1.0,15.33,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0014_t00067.mp4
BG6GHJfaEls_clip0015_t00072,BG6GHJfaEls,72.77,78.206,5.436,1.0,1.0,16.02,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0015_t00072.mp4
BG6GHJfaEls_clip0016_t00079,BG6GHJfaEls,79.106,81.278,2.172,1.0,1.0,16.89,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0016_t00079.mp4
BG6GHJfaEls_clip0017_t00081,BG6GHJfaEls,81.634,84.926,3.292,1.0,1.0,17.83,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0017_t00081.mp4
BG6GHJfaEls_clip0018_t00085,BG6GHJfaEls,85.346,89.182,3.836,1.0,1.0,15.66,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0018_t00085.mp4
BG6GHJfaEls_clip0019_t00089,BG6GHJfaEls,89.538,92.702,3.164,1.0,1.0,12.76,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0019_t00089.mp4
BG6GHJfaEls_clip0020_t00100,BG6GHJfaEls,100.162,102.654,2.492,1.0,1.0,17.93,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0020_t00100.mp4
BG6GHJfaEls_clip0021_t00102,BG6GHJfaEls,102.978,105.118,2.14,1.0,1.0,15.53,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0021_t00102.mp4
BG6GHJfaEls_clip0022_t00108,BG6GHJfaEls,108.002,110.654,2.652,1.0,1.0,14.37,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0022_t00108.mp4
BG6GHJfaEls_clip0023_t00112,BG6GHJfaEls,112.322,114.942,2.62,1.0,1.0,12.0,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0023_t00112.mp4
BG6GHJfaEls_clip0024_t00115,BG6GHJfaEls,115.202,117.694,2.492,1.0,1.0,12.08,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0024_t00115.mp4
BG6GHJfaEls_clip0025_t00120,BG6GHJfaEls,120.994,126.142,5.148,1.0,1.0,16.24,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0025_t00120.mp4
BG6GHJfaEls_clip0026_t00126,BG6GHJfaEls,126.658,130.142,3.484,1.0,1.0,17.08,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0026_t00126.mp4
BG6GHJfaEls_clip0027_t00137,BG6GHJfaEls,137.346,139.902,2.556,1.0,1.0,16.04,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0027_t00137.mp4
BG6GHJfaEls_clip0028_t00145,BG6GHJfaEls,145.666,148.702,3.036,1.0,1.0,15.83,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0028_t00145.mp4
BG6GHJfaEls_clip0029_t00148,BG6GHJfaEls,148.994,151.166,2.172,1.0,1.0,13.24,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0029_t00148.mp4
BG6GHJfaEls_clip0030_t00151,BG6GHJfaEls,151.778,156.286,4.508,1.0,1.0,14.84,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0030_t00151.mp4
BG6GHJfaEls_clip0031_t00162,BG6GHJfaEls,162.082,166.654,4.572,1.0,1.0,14.44,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0031_t00162.mp4
BG6GHJfaEls_clip0032_t00166,BG6GHJfaEls,166.946,169.022,2.076,1.0,1.0,16.85,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0032_t00166.mp4
BG6GHJfaEls_clip0033_t00169,BG6GHJfaEls,169.41,174.43,5.02,1.0,1.0,14.91,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0033_t00169.mp4
BG6GHJfaEls_clip0034_t00174,BG6GHJfaEls,174.85,177.918,3.068,1.0,1.0,16.81,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0034_t00174.mp4
BG6GHJfaEls_clip0035_t00178,BG6GHJfaEls,178.21,180.51,2.3,1.0,1.0,12.35,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0035_t00178.mp4
BG6GHJfaEls_clip0036_t00181,BG6GHJfaEls,181.794,185.982,4.188,1.0,1.0,15.89,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0036_t00181.mp4
BG6GHJfaEls_clip0037_t00188,BG6GHJfaEls,188.45,191.326,2.876,1.0,1.0,16.59,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0037_t00188.mp4
BG6GHJfaEls_clip0038_t00193,BG6GHJfaEls,193.954,198.27,4.316,1.0,1.0,13.72,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0038_t00193.mp4
BG6GHJfaEls_clip0039_t00198,BG6GHJfaEls,198.658,201.918,3.26,1.0,1.0,17.59,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0039_t00198.mp4
BG6GHJfaEls_clip0040_t00202,BG6GHJfaEls,202.21,204.638,2.428,1.0,1.0,13.96,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0040_t00202.mp4
BG6GHJfaEls_clip0041_t00208,BG6GHJfaEls,208.162,210.558,2.396,1.0,1.0,12.87,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0041_t00208.mp4
BG6GHJfaEls_clip0042_t00215,BG6GHJfaEls,215.298,218.014,2.716,1.0,1.0,12.42,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0042_t00215.mp4
BG6GHJfaEls_clip0043_t00219,BG6GHJfaEls,219.33,223.646,4.316,1.0,1.0,15.06,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0043_t00219.mp4
BG6GHJfaEls_clip0044_t00223,BG6GHJfaEls,223.906,226.718,2.812,1.0,1.0,13.45,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0044_t00223.mp4
BG6GHJfaEls_clip0045_t00227,BG6GHJfaEls,227.874,229.982,2.108,1.0,1.0,14.34,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0045_t00227.mp4
BG6GHJfaEls_clip0046_t00230,BG6GHJfaEls,230.434,233.918,3.484,1.0,1.0,14.47,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0046_t00230.mp4
BG6GHJfaEls_clip0047_t00236,BG6GHJfaEls,236.29,238.974,2.684,1.0,1.0,14.85,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0047_t00236.mp4
BG6GHJfaEls_clip0048_t00241,BG6GHJfaEls,241.538,244.798,3.26,1.0,1.0,14.17,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0048_t00241.mp4
BG6GHJfaEls_clip0049_t00247,BG6GHJfaEls,247.298,249.406,2.108,1.0,1.0,13.64,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0049_t00247.mp4
BG6GHJfaEls_clip0050_t00249,BG6GHJfaEls,249.762,253.182,3.42,1.0,1.0,16.86,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0050_t00249.mp4
BG6GHJfaEls_clip0051_t00257,BG6GHJfaEls,257.122,260.99,3.868,1.0,1.0,14.07,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0051_t00257.mp4
BG6GHJfaEls_clip0052_t00261,BG6GHJfaEls,261.698,264.062,2.364,1.0,1.0,16.1,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0052_t00261.mp4
BG6GHJfaEls_clip0053_t00272,BG6GHJfaEls,272.898,275.966,3.068,1.0,1.0,15.12,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0053_t00272.mp4
BG6GHJfaEls_clip0054_t00276,BG6GHJfaEls,276.418,278.526,2.108,1.0,1.0,14.17,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0054_t00276.mp4
BG6GHJfaEls_clip0055_t00278,BG6GHJfaEls,278.786,282.174,3.388,1.0,1.0,15.7,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0055_t00278.mp4
BG6GHJfaEls_clip0056_t00282,BG6GHJfaEls,282.658,285.566,2.908,1.0,1.0,15.78,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0056_t00282.mp4
BG6GHJfaEls_clip0057_t00287,BG6GHJfaEls,287.938,291.198,3.26,1.0,1.0,13.03,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0057_t00287.mp4
BG6GHJfaEls_clip0058_t00291,BG6GHJfaEls,291.49,294.206,2.716,1.0,1.0,18.37,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0058_t00291.mp4
BG6GHJfaEls_clip0059_t00294,BG6GHJfaEls,294.562,297.15,2.588,1.0,1.0,17.1,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0059_t00294.mp4
BG6GHJfaEls_clip0060_t00299,BG6GHJfaEls,299.682,303.038,3.356,1.0,1.0,14.57,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0060_t00299.mp4
BG6GHJfaEls_clip0061_t00307,BG6GHJfaEls,307.266,309.534,2.268,1.0,1.0,16.49,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0061_t00307.mp4
BG6GHJfaEls_clip0062_t00309,BG6GHJfaEls,309.858,313.278,3.42,1.0,1.0,15.42,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0062_t00309.mp4
BG6GHJfaEls_clip0063_t00314,BG6GHJfaEls,314.37,316.414,2.044,1.0,1.0,16.88,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0063_t00314.mp4
BG6GHJfaEls_clip0064_t00317,BG6GHJfaEls,317.986,320.094,2.108,1.0,1.0,13.8,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0064_t00317.mp4
BG6GHJfaEls_clip0065_t00320,BG6GHJfaEls,320.386,323.774,3.388,1.0,1.0,14.0,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0065_t00320.mp4
BG6GHJfaEls_clip0066_t00327,BG6GHJfaEls,327.33,329.374,2.044,1.0,1.0,16.32,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0066_t00327.mp4
BG6GHJfaEls_clip0067_t00329,BG6GHJfaEls,329.762,333.822,4.06,1.0,1.0,14.16,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0067_t00329.mp4
BG6GHJfaEls_clip0068_t00338,BG6GHJfaEls,338.978,341.918,2.94,1.0,1.0,14.8,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0068_t00338.mp4
BG6GHJfaEls_clip0069_t00342,BG6GHJfaEls,342.274,344.638,2.364,1.0,1.0,12.69,/kaggle/working/clips/tier1/BG6GHJfaEls_clip0069_t00342.mp4
