video,filename,start,end,reason,detail,run_id,tier
7KRRUylK1xA,7KRRUylK1xA.mp4,22.658,27.166,face_density_low,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,27.49,29.118,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,29.89,30.334,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,30.722,31.358,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,31.81,35.55,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,36.034,38.846,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,39.522,40.062,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,40.322,41.15,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,41.506,44.702,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,45.282,48.446,face_density_low,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,48.77,52.062,face_density_low,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,52.834,53.246,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,53.506,54.046,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,57.25,57.726,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,58.05,58.91,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,59.298,60.734,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,61.474,61.886,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,62.114,63.07,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,63.746,67.006,face_density_low,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,68.418,72.446,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,74.306,75.294,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,79.234,81.214,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,91.874,93.406,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,100.738,102.718,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,104.354,108.19,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,108.738,113.406,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,114.178,117.726,face_density_low,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,118.69,120.286,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,138.466,139.87,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,140.002,143.102,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,150.658,152.83,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,153.058,154.942,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,155.49,157.31,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,157.41,160.926,scene_cut_detected,,cutfix_full_tier1_20260729_01,tier1
7KRRUylK1xA,7KRRUylK1xA.mp4,168.194,169.79,segment_too_short,,cutfix_full_tier1_20260729_01,tier1
