clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
7KRRUylK1xA_s0000054562_e0000056830,7KRRUylK1xA,54.562,56.83,2.268,1.0,1.0,4.03,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000054562_e0000056830.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000075522_e0000079102,7KRRUylK1xA,75.522,79.102,3.58,1.0,1.0,5.08,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000075522_e0000079102.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000081602_e0000086718,7KRRUylK1xA,81.602,86.718,5.116,1.0,1.0,3.4,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000081602_e0000086718.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000086978_e0000089438,7KRRUylK1xA,86.978,89.438,2.46,1.0,1.0,5.57,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000086978_e0000089438.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000089570_e0000091774,7KRRUylK1xA,89.57,91.774,2.204,1.0,1.0,1.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000089570_e0000091774.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000093538_e0000097278,7KRRUylK1xA,93.538,97.278,3.74,1.0,1.0,3.05,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000093538_e0000097278.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000097762_e0000100158,7KRRUylK1xA,97.762,100.158,2.396,1.0,1.0,4.19,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000097762_e0000100158.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000120418_e0000125022,7KRRUylK1xA,120.418,125.022,4.604,0.8,1.0,2.91,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000120418_e0000125022.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000126626_e0000128830,7KRRUylK1xA,126.626,128.83,2.204,1.0,1.0,6.42,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000126626_e0000128830.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000129474_e0000133950,7KRRUylK1xA,129.474,133.95,4.476,1.0,1.0,4.66,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000129474_e0000133950.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000134114_e0000136990,7KRRUylK1xA,134.114,136.99,2.876,1.0,1.0,2.79,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000134114_e0000136990.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000143266_e0000146302,7KRRUylK1xA,143.266,146.302,3.036,1.0,1.0,4.28,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000143266_e0000146302.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000146562_e0000150494,7KRRUylK1xA,146.562,150.494,3.932,1.0,1.0,3.32,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000146562_e0000150494.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
7KRRUylK1xA_s0000161250_e0000163262,7KRRUylK1xA,161.25,163.262,2.012,1.0,1.0,3.86,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/50_100/media/7KRRUylK1xA_s0000161250_e0000163262.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
