filename,video_id,status,accepted_count,rejected_count,decode_backend,decode_attempts,cut_backends,terminal_detail,run_id,tier
I5pa5xQhDeQ.mp4,I5pa5xQhDeQ,completed,120,41,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 120}",,cutfix_full_tier1_20260729_01,tier1
IKmc8AcRSlI.mp4,IKmc8AcRSlI,completed,36,168,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 36}",,cutfix_full_tier1_20260729_01,tier1
IZlCQIT9fDU.mp4,IZlCQIT9fDU,completed,68,204,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 68}",,cutfix_full_tier1_20260729_01,tier1
IdY-AIaX1kw.mp4,IdY-AIaX1kw,completed,99,214,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 99}",,cutfix_full_tier1_20260729_01,tier1
IiY1bIpLbAg.mp4,IiY1bIpLbAg,completed,54,53,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 54}",,cutfix_full_tier1_20260729_01,tier1
IkEGvcFugwY.mp4,IkEGvcFugwY,completed,60,138,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 60}",,cutfix_full_tier1_20260729_01,tier1
J5JAarO_Exw.mp4,J5JAarO_Exw,completed,8,112,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 8}",,cutfix_full_tier1_20260729_01,tier1
JRWnmMm0Y70.mp4,JRWnmMm0Y70,completed,26,152,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 26}",,cutfix_full_tier1_20260729_01,tier1
KGzI9Ufjctc.mp4,KGzI9Ufjctc,completed,7,116,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 7}",,cutfix_full_tier1_20260729_01,tier1
KJO_T1XfUSA.mp4,KJO_T1XfUSA,completed,110,163,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 110}",,cutfix_full_tier1_20260729_01,tier1
KQKQdxS_Urk.mp4,KQKQdxS_Urk,completed,62,147,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 62}",,cutfix_full_tier1_20260729_01,tier1
KithesVhFR8.mp4,KithesVhFR8,completed,102,112,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 102}",,cutfix_full_tier1_20260729_01,tier1
KjSzxPVGE30.mp4,KjSzxPVGE30,completed,187,147,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 187}",,cutfix_full_tier1_20260729_01,tier1
Km_bUH22FBg.mp4,Km_bUH22FBg,completed,160,25,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 160}",,cutfix_full_tier1_20260729_01,tier1
Kovwk0Xfnes.mp4,Kovwk0Xfnes,completed,41,51,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 41}",,cutfix_full_tier1_20260729_01,tier1
Ku0ouM2l_qI.mp4,Ku0ouM2l_qI,completed,34,161,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 34}",,cutfix_full_tier1_20260729_01,tier1
Kuz5u9XUxDM.mp4,Kuz5u9XUxDM,completed,107,88,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 107}",,cutfix_full_tier1_20260729_01,tier1
Kx_k2LsAu2A.mp4,Kx_k2LsAu2A,completed,95,175,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 95}",,cutfix_full_tier1_20260729_01,tier1
Lfs_5zAu2xE.mp4,Lfs_5zAu2xE,completed,51,26,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 51}",,cutfix_full_tier1_20260729_01,tier1
i4kw3VyXADI.mp4,i4kw3VyXADI,completed,156,28,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 156}",,cutfix_full_tier1_20260729_01,tier1
i7SoX1RseXs.mp4,i7SoX1RseXs,completed,4,0,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 4}",,cutfix_full_tier1_20260729_01,tier1
iCpEVDZ1RCU.mp4,iCpEVDZ1RCU,completed,96,97,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 96}",,cutfix_full_tier1_20260729_01,tier1
iOML2JkOdm4.mp4,iOML2JkOdm4,completed,90,238,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 90}",,cutfix_full_tier1_20260729_01,tier1
iOtNLd8ZDDs.mp4,iOtNLd8ZDDs,completed,25,147,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 25}",,cutfix_full_tier1_20260729_01,tier1
ibbTw714WuI.mp4,ibbTw714WuI,completed,36,38,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 36}",,cutfix_full_tier1_20260729_01,tier1
icH29Xye5Uc.mp4,icH29Xye5Uc,completed,118,198,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 118}",,cutfix_full_tier1_20260729_01,tier1
ijoyJhqD740.mp4,ijoyJhqD740,completed,57,134,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 57}",,cutfix_full_tier1_20260729_01,tier1
ilxA2dvz5-4.mp4,ilxA2dvz5-4,completed,58,69,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 58}",,cutfix_full_tier1_20260729_01,tier1
iu0unbhbX-k.mp4,iu0unbhbX-k,completed,111,39,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 111}",,cutfix_full_tier1_20260729_01,tier1
j1KheeAxYbQ.mp4,j1KheeAxYbQ,completed,56,237,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 56}",,cutfix_full_tier1_20260729_01,tier1
jDa1sgPlVYM.mp4,jDa1sgPlVYM,completed,76,129,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 76}",,cutfix_full_tier1_20260729_01,tier1
jInLQAiBlVQ.mp4,jInLQAiBlVQ,completed,53,169,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 53}",,cutfix_full_tier1_20260729_01,tier1
jRmhq0_LXU8.mp4,jRmhq0_LXU8,completed,35,153,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 35}",,cutfix_full_tier1_20260729_01,tier1
jeXhVP_QhJU.mp4,jeXhVP_QhJU,completed,94,51,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 94}",,cutfix_full_tier1_20260729_01,tier1
jfQzsbl5zZc.mp4,jfQzsbl5zZc,completed,183,70,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 183}",,cutfix_full_tier1_20260729_01,tier1
jivtgrA42CI.mp4,jivtgrA42CI,completed,58,85,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 58}",,cutfix_full_tier1_20260729_01,tier1
jlRmqbnNoWk.mp4,jlRmqbnNoWk,completed,70,72,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 70}",,cutfix_full_tier1_20260729_01,tier1
jtxzzbPQFJM.mp4,jtxzzbPQFJM,completed,20,40,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 20}",,cutfix_full_tier1_20260729_01,tier1
jvfkB28zTAY.mp4,jvfkB28zTAY,completed,91,95,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 91}",,cutfix_full_tier1_20260729_01,tier1
kCvam_UvzO0.mp4,kCvam_UvzO0,completed_no_clips,0,235,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_full_tier1_20260729_01,tier1
kEJZWaY8MGo.mp4,kEJZWaY8MGo,completed,76,261,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 76}",,cutfix_full_tier1_20260729_01,tier1
kGpEJagNHDg.mp4,kGpEJagNHDg,completed,50,87,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 50}",,cutfix_full_tier1_20260729_01,tier1
kKT80S0f40M.mp4,kKT80S0f40M,completed,43,95,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 43}",,cutfix_full_tier1_20260729_01,tier1
kVBggivYm2w.mp4,kVBggivYm2w,completed,59,80,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 59}",,cutfix_full_tier1_20260729_01,tier1
kVbtRZLU5lk.mp4,kVbtRZLU5lk,completed,35,56,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 35}",,cutfix_full_tier1_20260729_01,tier1
kaMNjJDIkp4.mp4,kaMNjJDIkp4,completed,52,81,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 52}",,cutfix_full_tier1_20260729_01,tier1
kpl2x_spetg.mp4,kpl2x_spetg,completed,99,76,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 99}",,cutfix_full_tier1_20260729_01,tier1
kytFtB_wf1U.mp4,kytFtB_wf1U,completed,70,85,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 70}",,cutfix_full_tier1_20260729_01,tier1
l9jY99iqS48.mp4,l9jY99iqS48,completed,104,39,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 104}",,cutfix_full_tier1_20260729_01,tier1
lFiT3vyjLdw.mp4,lFiT3vyjLdw,completed,88,41,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 88}",,cutfix_full_tier1_20260729_01,tier1
