clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
7053010007205465370_s0000000194_e0000004606,7053010007205465370,0.194,4.606,4.412,0.75,1.0,12.63,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7053010007205465370_s0000000194_e0000004606.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7053010007205465370_s0000005762_e0000010654,7053010007205465370,5.762,10.654,4.892,1.0,1.0,12.05,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7053010007205465370_s0000005762_e0000010654.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7053750218742861082_s0000000098_e0000002270,7053750218742861082,0.098,2.27,2.172,1.0,1.0,16.69,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7053750218742861082_s0000000098_e0000002270.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7053750218742861082_s0000003490_e0000005758,7053750218742861082,3.49,5.758,2.268,1.0,1.0,14.14,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7053750218742861082_s0000003490_e0000005758.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7054116782101040411_s0000000258_e0000002398,7054116782101040411,0.258,2.398,2.14,1.0,1.0,26.69,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7054116782101040411_s0000000258_e0000002398.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7055629366981627162_s0000000000_e0000007070,7055629366981627162,0.0,7.07,7.07,1.0,1.0,24.88,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7055629366981627162_s0000000000_e0000007070.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7055663268240624922_s0000006882_e0000010046,7055663268240624922,6.882,10.046,3.164,1.0,1.0,0.74,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7055663268240624922_s0000006882_e0000010046.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7055663268240624922_s0000013410_e0000022238,7055663268240624922,13.41,22.238,8.828,1.0,1.0,-0.31,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7055663268240624922_s0000013410_e0000022238.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7055663268240624922_s0000027490_e0000031134,7055663268240624922,27.49,31.134,3.644,1.0,1.0,0.86,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7055663268240624922_s0000027490_e0000031134.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7055663268240624922_s0000032866_e0000035294,7055663268240624922,32.866,35.294,2.428,1.0,1.0,1.51,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7055663268240624922_s0000032866_e0000035294.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7055663268240624922_s0000045986_e0000048478,7055663268240624922,45.986,48.478,2.492,1.0,1.0,0.88,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7055663268240624922_s0000045986_e0000048478.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7055663268240624922_s0000066306_e0000069918,7055663268240624922,66.306,69.918,3.612,1.0,1.0,2.41,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7055663268240624922_s0000066306_e0000069918.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056030520571858203_s0000000000_e0000002974,7056030520571858203,0.0,2.974,2.974,1.0,1.0,24.87,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056030520571858203_s0000000000_e0000002974.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056030520571858203_s0000022338_e0000025310,7056030520571858203,22.338,25.31,2.972,1.0,1.0,25.68,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056030520571858203_s0000022338_e0000025310.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056030520571858203_s0000028546_e0000030750,7056030520571858203,28.546,30.75,2.204,1.0,1.0,24.37,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056030520571858203_s0000028546_e0000030750.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056030520571858203_s0000032002_e0000034110,7056030520571858203,32.002,34.11,2.108,1.0,1.0,21.47,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056030520571858203_s0000032002_e0000034110.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056734294403730714_s0000000738_e0000004414,7056734294403730714,0.738,4.414,3.676,1.0,1.0,9.52,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056734294403730714_s0000000738_e0000004414.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056734294403730714_s0000026946_e0000031998,7056734294403730714,26.946,31.998,5.052,1.0,1.0,8.0,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056734294403730714_s0000026946_e0000031998.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056734294403730714_s0000033602_e0000036638,7056734294403730714,33.602,36.638,3.036,1.0,1.0,8.65,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056734294403730714_s0000033602_e0000036638.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7056734294403730714_s0000039938_e0000044190,7056734294403730714,39.938,44.19,4.252,0.8,1.0,5.82,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/1100_1700/media/7056734294403730714_s0000039938_e0000044190.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
