clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
6826152287082171650_s0000030722_e0000034590,6826152287082171650,30.722,34.59,3.868,1.0,1.0,-1.56,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/6826152287082171650_s0000030722_e0000034590.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7204326198501969178_s0000000002_e0000008478,7204326198501969178,0.002,8.478,8.476,1.0,1.0,2.21,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7204326198501969178_s0000000002_e0000008478.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7204326198501969178_s0000008578_e0000014864,7204326198501969178,8.578,14.864,6.286,1.0,1.0,1.53,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7204326198501969178_s0000008578_e0000014864.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7204742891971808538_s0000002594_e0000007594,7204742891971808538,2.594,7.594,5.0,1.0,1.0,-6.81,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7204742891971808538_s0000002594_e0000007594.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7204742891971808538_s0000006594_e0000011594,7204742891971808538,6.594,11.594,5.0,1.0,1.0,-5.64,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7204742891971808538_s0000006594_e0000011594.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7204742891971808538_s0000010594_e0000014622,7204742891971808538,10.594,14.622,4.028,1.0,1.0,-2.97,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7204742891971808538_s0000010594_e0000014622.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7205080159811013914_s0000003234_e0000008446,7205080159811013914,3.234,8.446,5.212,1.0,1.0,1.01,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7205080159811013914_s0000003234_e0000008446.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7205080159811013914_s0000009250_e0000012286,7205080159811013914,9.25,12.286,3.036,1.0,1.0,0.06,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7205080159811013914_s0000009250_e0000012286.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7205246013471280411_s0000000130_e0000007102,7205246013471280411,0.13,7.102,6.972,1.0,1.0,-4.04,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7205246013471280411_s0000000130_e0000007102.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7219557252070509851_s0000000194_e0000002238,7219557252070509851,0.194,2.238,2.044,1.0,1.0,2.73,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7219557252070509851_s0000000194_e0000002238.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7219557252070509851_s0000002338_e0000004702,7219557252070509851,2.338,4.702,2.364,1.0,1.0,1.92,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7219557252070509851_s0000002338_e0000004702.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7219557252070509851_s0000005186_e0000009982,7219557252070509851,5.186,9.982,4.796,1.0,1.0,2.07,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7219557252070509851_s0000005186_e0000009982.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7219557252070509851_s0000010434_e0000012574,7219557252070509851,10.434,12.574,2.14,1.0,1.0,2.89,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7219557252070509851_s0000010434_e0000012574.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7220387590774541595_s0000017730_e0000019806,7220387590774541595,17.73,19.806,2.076,1.0,1.0,-3.48,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7220387590774541595_s0000017730_e0000019806.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7221493524947045659_s0000001954_e0000007646,7221493524947045659,1.954,7.646,5.692,1.0,1.0,0.04,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7221493524947045659_s0000001954_e0000007646.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7222975119310785819_s0000008770_e0000011102,7222975119310785819,8.77,11.102,2.332,1.0,1.0,-0.65,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7222975119310785819_s0000008770_e0000011102.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7222975119310785819_s0000012002_e0000014782,7222975119310785819,12.002,14.782,2.78,1.0,1.0,-1.22,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7222975119310785819_s0000012002_e0000014782.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7226359641922424069_s0000000002_e0000003166,7226359641922424069,0.002,3.166,3.164,1.0,1.0,-8.64,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7226359641922424069_s0000000002_e0000003166.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7256443852490411269_s0000000354_e0000002910,7256443852490411269,0.354,2.91,2.556,1.0,1.0,1.21,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7256443852490411269_s0000000354_e0000002910.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7279054149235395841_s0000000674_e0000003262,7279054149235395841,0.674,3.262,2.588,1.0,1.0,-8.12,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7279054149235395841_s0000000674_e0000003262.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7315077824895798529_s0000000000_e0000003454,7315077824895798529,0.0,3.454,3.454,1.0,1.0,-0.37,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7315077824895798529_s0000000000_e0000003454.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7315077824895798529_s0000004002_e0000009086,7315077824895798529,4.002,9.086,5.084,1.0,1.0,0.11,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7315077824895798529_s0000004002_e0000009086.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7315077824895798529_s0000009986_e0000014864,7315077824895798529,9.986,14.864,4.878,1.0,1.0,-1.51,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7315077824895798529_s0000009986_e0000014864.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7338723019914824962_s0000000290_e0000002366,7338723019914824962,0.29,2.366,2.076,1.0,1.0,0.2,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7338723019914824962_s0000000290_e0000002366.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7338723019914824962_s0000004162_e0000007934,7338723019914824962,4.162,7.934,3.772,1.0,1.0,-1.99,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7338723019914824962_s0000004162_e0000007934.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7338723019914824962_s0000008130_e0000011262,7338723019914824962,8.13,11.262,3.132,1.0,1.0,2.66,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7338723019914824962_s0000008130_e0000011262.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7338723019914824962_s0000011746_e0000016894,7338723019914824962,11.746,16.894,5.148,1.0,1.0,4.47,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7338723019914824962_s0000011746_e0000016894.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7338723019914824962_s0000026562_e0000029758,7338723019914824962,26.562,29.758,3.196,1.0,1.0,6.34,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7338723019914824962_s0000026562_e0000029758.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7346169902459325698_s0000006626_e0000010590,7346169902459325698,6.626,10.59,3.964,1.0,1.0,-2.2,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7346169902459325698_s0000006626_e0000010590.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7346169902459325698_s0000010786_e0000012894,7346169902459325698,10.786,12.894,2.108,1.0,1.0,-4.16,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7346169902459325698_s0000010786_e0000012894.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7346169902459325698_s0000013090_e0000015486,7346169902459325698,13.09,15.486,2.396,1.0,1.0,-0.57,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7346169902459325698_s0000013090_e0000015486.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7346169902459325698_s0000017826_e0000021054,7346169902459325698,17.826,21.054,3.228,1.0,1.0,-0.26,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7346169902459325698_s0000017826_e0000021054.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7346169902459325698_s0000022818_e0000026366,7346169902459325698,22.818,26.366,3.548,1.0,1.0,1.66,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7346169902459325698_s0000022818_e0000026366.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7347205393661152514_s0000000578_e0000006494,7347205393661152514,0.578,6.494,5.916,1.0,1.0,5.91,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7347205393661152514_s0000000578_e0000006494.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7347205393661152514_s0000008226_e0000010686,7347205393661152514,8.226,10.686,2.46,1.0,1.0,15.16,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7347205393661152514_s0000008226_e0000010686.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7347205393661152514_s0000017218_e0000020318,7347205393661152514,17.218,20.318,3.1,1.0,1.0,11.57,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7347205393661152514_s0000017218_e0000020318.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7347205393661152514_s0000033250_e0000036766,7347205393661152514,33.25,36.766,3.516,1.0,1.0,9.01,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7347205393661152514_s0000033250_e0000036766.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7347205393661152514_s0000038498_e0000042686,7347205393661152514,38.498,42.686,4.188,1.0,1.0,11.33,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7347205393661152514_s0000038498_e0000042686.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7357334143019126032_s0000000738_e0000003038,7357334143019126032,0.738,3.038,2.3,1.0,1.0,0.05,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7357334143019126032_s0000000738_e0000003038.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
7357334143019126032_s0000014242_e0000016350,7357334143019126032,14.242,16.35,2.108,1.0,1.0,2.44,/kaggle/working/cut_cutfix_smoke_tier3_20260729_01/tier3/0_1100/media/7357334143019126032_s0000014242_e0000016350.mp4,tier3,cuda,nvenc,cutfix_smoke_tier3_20260729_01
