video,filename,start,end,reason,detail,run_id,tier
6826152287082171650,6826152287082171650.mp4,0.258,4.958,scene_cut_detected,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,5.122,5.438,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,5.826,10.174,scene_cut_detected,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,10.818,18.142,scene_cut_detected,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,18.626,20.254,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,21.73,22.366,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,22.754,24.638,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,24.994,26.046,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,26.978,27.358,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,27.522,28.702,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,29.282,30.43,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
6826152287082171650,6826152287082171650.mp4,35.17,37.118,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7204742891971808538,7204742891971808538.mp4,1.986,2.302,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7204742891971808538,7204742891971808538.mp4,21.73,22.238,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7204742891971808538,7204742891971808538.mp4,27.906,29.118,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7204742891971808538,7204742891971808538.mp4,40.738,41.566,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7204742891971808538,7204742891971808538.mp4,43.586,44.03,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7205080159811013914,7205080159811013914.mp4,0.482,2.398,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7205080159811013914,7205080159811013914.mp4,12.578,12.99,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7205080159811013914,7205080159811013914.mp4,14.466,14.864,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7205246013471280411,7205246013471280411.mp4,7.234,7.582,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7206352729504009499,7206352729504009499.mp4,0.002,8.446,scene_cut_detected,,cutfix_smoke_tier3_20260729_01,tier3
7206352729504009499,7206352729504009499.mp4,8.578,14.864,scene_cut_detected,,cutfix_smoke_tier3_20260729_01,tier3
7207443019027500315,7207443019027500315.mp4,1.282,2.238,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7210314310692736282,7210314310692736282.mp4,0.546,1.47,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7210314310692736282,7210314310692736282.mp4,2.786,3.358,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7210314310692736282,7210314310692736282.mp4,7.106,8.19,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7213593152958074139,7213593152958074139.mp4,0.194,1.63,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7219557252070509851,7219557252070509851.mp4,13.058,14.585,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7220387590774541595,7220387590774541595.mp4,1.57,2.558,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7220387590774541595,7220387590774541595.mp4,5.058,6.014,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7220387590774541595,7220387590774541595.mp4,15.202,16.67,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7220387590774541595,7220387590774541595.mp4,17.09,17.438,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7220387590774541595,7220387590774541595.mp4,20.002,20.414,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7220387590774541595,7220387590774541595.mp4,22.018,22.398,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7220387590774541595,7220387590774541595.mp4,22.786,23.198,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7221493524947045659,7221493524947045659.mp4,7.842,8.862,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7222975119310785819,7222975119310785819.mp4,6.498,6.846,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7222975119310785819,7222975119310785819.mp4,7.938,8.382,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7226359641922424069,7226359641922424069.mp4,3.778,4.958,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7226359641922424069,7226359641922424069.mp4,5.282,5.694,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7226359641922424069,7226359641922424069.mp4,6.018,7.55,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7236020169338932485,7236020169338932485.mp4,0.13,1.086,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7247920295242157318,7247920295242157318.mp4,11.234,11.71,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7256443852490411269,7256443852490411269.mp4,4.45,5.63,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7256443852490411269,7256443852490411269.mp4,7.202,9.022,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7256443852490411269,7256443852490411269.mp4,10.85,11.742,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
7256443852490411269,7256443852490411269.mp4,16.546,17.022,segment_too_short,,cutfix_smoke_tier3_20260729_01,tier3
