clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
Degm-6pbq4_s0000014018_e0000019018,_Degm-6pbq4,14.018,19.018,5.0,1.0,1.0,11.29,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000014018_e0000019018.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000019234_e0000022558,_Degm-6pbq4,19.234,22.558,3.324,1.0,1.0,8.93,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000019234_e0000022558.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000027234_e0000034206,_Degm-6pbq4,27.234,34.206,6.972,1.0,1.0,11.1,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000027234_e0000034206.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000056514_e0000061514,_Degm-6pbq4,56.514,61.514,5.0,1.0,1.0,10.61,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000056514_e0000061514.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000060514_e0000065514,_Degm-6pbq4,60.514,65.514,5.0,1.0,1.0,11.24,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000060514_e0000065514.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000064514_e0000069514,_Degm-6pbq4,64.514,69.514,5.0,1.0,1.0,10.37,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000064514_e0000069514.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000068514_e0000073514,_Degm-6pbq4,68.514,73.514,5.0,1.0,1.0,11.97,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000068514_e0000073514.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000072514_e0000077514,_Degm-6pbq4,72.514,77.514,5.0,1.0,1.0,12.91,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000072514_e0000077514.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000079234_e0000082814,_Degm-6pbq4,79.234,82.814,3.58,1.0,1.0,11.27,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000079234_e0000082814.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000086658_e0000093342,_Degm-6pbq4,86.658,93.342,6.684,1.0,1.0,11.76,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000086658_e0000093342.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000093602_e0000101406,_Degm-6pbq4,93.602,101.406,7.804,1.0,1.0,11.11,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000093602_e0000101406.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
Degm-6pbq4_s0000102434_e0000107434,_Degm-6pbq4,102.434,107.434,5.0,1.0,1.0,11.42,/kaggle/working/cut_cutfix_smoke_tier2_20260729_01/tier2/200_292/media/Degm-6pbq4_s0000102434_e0000107434.mp4,tier2,cuda,nvenc,cutfix_smoke_tier2_20260729_01
