filename,video_id,status,accepted_count,rejected_count,decode_backend,decode_attempts,cut_backends,terminal_detail,run_id,tier
RYNY7j8RZ5k (1).mp4,RYNY7j8RZ5k (1),completed,67,81,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 67}",,cutfix_smoke_tier2_20260729_01,tier2
RqWfnVJ6pKg.mp4,RqWfnVJ6pKg,completed,53,99,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 53}",,cutfix_smoke_tier2_20260729_01,tier2
Sjh_jDBlvZc.mp4,Sjh_jDBlvZc,completed,62,93,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 62}",,cutfix_smoke_tier2_20260729_01,tier2
Sshiuevaamk (1).mp4,Sshiuevaamk (1),completed,47,115,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 47}",,cutfix_smoke_tier2_20260729_01,tier2
T17E0Z6W0L0.mp4,T17E0Z6W0L0,completed,26,51,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 26}",,cutfix_smoke_tier2_20260729_01,tier2
TG4Pi2Yp-zQ (1).mp4,TG4Pi2Yp-zQ (1),completed,90,179,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 90}",,cutfix_smoke_tier2_20260729_01,tier2
TGTWgR2ly1g.mp4,TGTWgR2ly1g,completed_no_clips,0,331,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]",{},,cutfix_smoke_tier2_20260729_01,tier2
TfkrTFbzafQ (1).mp4,TfkrTFbzafQ (1),completed,41,2,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 41}",,cutfix_smoke_tier2_20260729_01,tier2
Tgjpij-vkLI.mp4,Tgjpij-vkLI,completed,50,136,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 50}",,cutfix_smoke_tier2_20260729_01,tier2
UEuzDZoMKhY (1).mp4,UEuzDZoMKhY (1),completed,41,114,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 41}",,cutfix_smoke_tier2_20260729_01,tier2
UIzJKq9SXkc.mp4,UIzJKq9SXkc,completed,72,86,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 72}",,cutfix_smoke_tier2_20260729_01,tier2
UUjR-FIsjwI (1).mp4,UUjR-FIsjwI (1),completed,70,195,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 70}",,cutfix_smoke_tier2_20260729_01,tier2
UYkT0B4QEgw.mp4,UYkT0B4QEgw,completed,92,99,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 92}",,cutfix_smoke_tier2_20260729_01,tier2
U_SZM0Pmgdk.mp4,U_SZM0Pmgdk,completed,29,39,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 29}",,cutfix_smoke_tier2_20260729_01,tier2
Ukv5f-o20ao (1).mp4,Ukv5f-o20ao (1),completed,108,124,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 108}",,cutfix_smoke_tier2_20260729_01,tier2
UnodrLYWJYI (1).mp4,UnodrLYWJYI (1),completed,104,132,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 104}",,cutfix_smoke_tier2_20260729_01,tier2
Uy7lN8MnTfw.mp4,Uy7lN8MnTfw,completed,45,11,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 45}",,cutfix_smoke_tier2_20260729_01,tier2
V1WPKvQ51Rc.mp4,V1WPKvQ51Rc,completed,58,101,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 58}",,cutfix_smoke_tier2_20260729_01,tier2
VBw9n10rMPM.mp4,VBw9n10rMPM,completed,73,127,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 73}",,cutfix_smoke_tier2_20260729_01,tier2
VIvKtGafajY.mp4,VIvKtGafajY,completed,98,178,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 98}",,cutfix_smoke_tier2_20260729_01,tier2
VU4QedkuIZY (1).mp4,VU4QedkuIZY (1),completed,74,134,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 74}",,cutfix_smoke_tier2_20260729_01,tier2
VVyGW90E2ts (1).mp4,VVyGW90E2ts (1),completed,33,79,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 33}",,cutfix_smoke_tier2_20260729_01,tier2
VeOXQIUKuBg (1).mp4,VeOXQIUKuBg (1),completed,51,136,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 51}",,cutfix_smoke_tier2_20260729_01,tier2
VhEkor45Rhc.mp4,VhEkor45Rhc,completed,178,59,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 178}",,cutfix_smoke_tier2_20260729_01,tier2
VpxSHsHxrGs.mp4,VpxSHsHxrGs,completed,87,188,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 87}",,cutfix_smoke_tier2_20260729_01,tier2
VzlsUbhHAMo.mp4,VzlsUbhHAMo,completed,43,138,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 43}",,cutfix_smoke_tier2_20260729_01,tier2
W5zvJm4YWfQ.mp4,W5zvJm4YWfQ,completed,49,87,cuda,"[{""backend"": ""cuda"", ""returncode"": 0, ""stderr"": """", ""valid"": true}]","{""nvenc"": 49}",,cutfix_smoke_tier2_20260729_01,tier2
