video,start,end,reason
-PMVQo--JXE,0.322,4.222,ffmpeg_cut_failed
-PMVQo--JXE,4.642,5.47,segment_too_short
-PMVQo--JXE,5.634,7.614,segment_too_short
-PMVQo--JXE,7.81,9.95,ffmpeg_cut_failed
-PMVQo--JXE,10.146,12.638,ffmpeg_cut_failed
-PMVQo--JXE,12.77,14.366,segment_too_short
-PMVQo--JXE,14.754,15.262,segment_too_short
-PMVQo--JXE,15.426,16.51,segment_too_short
-PMVQo--JXE,16.61,19.198,ffmpeg_cut_failed
-PMVQo--JXE,21.154,25.502,scene_cut_detected
-PMVQo--JXE,25.73,28.478,ffmpeg_cut_failed
-PMVQo--JXE,29.25,34.27,face_density_low
-PMVQo--JXE,34.818,36.222,segment_too_short
-PMVQo--JXE,36.322,39.134,face_density_low
-PMVQo--JXE,39.906,46.43,scene_cut_detected
-PMVQo--JXE,46.594,48.254,segment_too_short
-PMVQo--JXE,48.482,52.51,face_density_low
-PMVQo--JXE,52.77,56.894,ffmpeg_cut_failed
-PMVQo--JXE,57.154,58.654,segment_too_short
-PMVQo--JXE,59.074,60.958,segment_too_short
-PMVQo--JXE,61.09,61.502,segment_too_short
-PMVQo--JXE,61.698,62.526,segment_too_short
-PMVQo--JXE,62.946,66.078,ffmpeg_cut_failed
-PMVQo--JXE,67.682,71.934,scene_cut_detected
-PMVQo--JXE,72.226,76.99,scene_cut_detected
-PMVQo--JXE,77.25,80.35,scene_cut_detected
-PMVQo--JXE,81.058,90.43,scene_cut_detected
-PMVQo--JXE,92.034,96.286,ffmpeg_cut_failed
-PMVQo--JXE,96.386,98.846,ffmpeg_cut_failed
-PMVQo--JXE,98.978,102.59,ffmpeg_cut_failed
-PMVQo--JXE,103.074,108.074,face_density_low
-PMVQo--JXE,107.074,112.074,face_density_low
-PMVQo--JXE,111.074,116.074,face_density_low
-PMVQo--JXE,115.074,118.334,face_density_low
-PMVQo--JXE,118.882,123.882,scene_cut_detected
-PMVQo--JXE,122.882,127.882,scene_cut_detected
